"feature"	"metadata"	"value"	"coef"	"pval_individual"	"error"	"qval_individual"	"pval_joint"	"qval_joint"	"association"
"Odoribacter"	"diagnosis"	"PSC-CD"	1.11108396718199	0.0142014954614453	NA	0.238549170599215	0.0282013084495492	0.310951682054834	"abundance"
"Acidaminococcus"	"read_count"	"read_count"	-1.74616781310902	0.0145964922143289	NA	0.243642077590119	0.0289799268436948	0.317461925878657	"abundance"
"unclassified_Natranaerovirga"	"diagnosis"	"PSC-CD"	0.335368580756015	0.0162422449054025	NA	0.263079203245331	0.0322206792912379	0.346218381938333	"abundance"
"Anaerococcus"	"read_count"	"read_count"	-1.54657039845903	0.0165853387519677	NA	0.263577778728875	0.0328956040424178	0.346843025122243	"abundance"
"Clostridium_XlVa"	"gender"	"M"	-0.86307287209325	0.0164620953688832	NA	0.263577778728875	0.0326531901538322	0.346843025122243	"abundance"
"Actinomyces"	"read_count"	"read_count"	-1.085090987541	0.0169559237255714	NA	0.267324992322649	0.0336243441017555	0.35232464906622	"abundance"
"Desulfovibrio"	"age"	"age"	0.67865149200156	0.0173061058036424	NA	0.270178851781571	0.034312710309198	0.357318162293933	"abundance"
"Actinomyces"	"diagnosis"	"CD"	0.699663348222572	0.0179280824099679	NA	0.273987669125085	0.0355347486810372	0.359657989389632	"abundance"
"Parasutterella"	"diagnosis"	"CD"	1.28492583021597	0.0193322417397312	NA	0.291521418052538	0.0382907479087791	0.382227761669292	"abundance"
"Ruminococcus"	"diagnosis"	"CD"	-1.51722078042287	0.0195707729889578	NA	0.291802424228618	0.0195707729889578	0.257936672127905	"abundance"
"unclassified_Bacillales"	"age"	"age"	-0.418584545582352	0.0198659202902829	NA	0.294548337711792	0.0393371857915859	0.38808089140588	"abundance"
"Clostridium_XlVa"	"diagnosis"	"CD"	0.903559880724864	0.0211691937928653	NA	0.308698023770684	0.00285100026036057	0.0751505849879419	"abundance"
"Streptophyta"	"gender"	"M"	-1.84582012144246	0.0213815531064442	NA	0.310090939587447	0.0423059353996447	0.410173063328739	"abundance"
"Lactobacillus"	"diagnosis"	"CD"	1.25685993159572	0.0227951060949414	NA	0.323509619001749	0.0450705953280032	0.427367544130313	"abundance"
"Olsenella"	"diagnosis"	"PSC-UC"	0.814054623038263	0.02448075360996	NA	0.323509619001749	0.0235786444384238	0.279021260977881	"abundance"
"Streptococcus"	"diagnosis"	"PSC-UC"	0.835551579875701	0.0229002392452862	NA	0.323509619001749	0.045276057533081	0.427367544130313	"abundance"
"unclassified_Burkholderiales"	"diagnosis"	"PSC-UC"	9.03593491506356	0.0232219261783775	NA	0.323509619001749	0.045904594501321	0.427367544130313	"abundance"
"unclassified_Desulfomicrobiaceae"	"diagnosis"	"PSC-CD"	3.38677205461735	0.0233900160711333	NA	0.323509619001749	0.0462329392904588	0.427367544130313	"abundance"
"unclassified_Oligosphaeraceae"	"age"	"age"	0.696645556872168	0.0245673719035922	NA	0.323509619001749	0.0485311880449349	0.427367544130313	"abundance"
"Methanosphaera"	"diagnosis"	"PSC-UC"	-1.79814749300832	0.0251112015138215	NA	0.325666551751215	0.0495918305861753	0.431244423705555	"abundance"
"unclassified_Burkholderiales"	"bmi"	"bmi"	-2.32558164993156	0.025277810723719	NA	0.325666551751215	0.0499166537324539	0.43184305049564	"abundance"
"Anaerostipes"	"age"	"age"	-0.220479952726213	0.0263285239125178	NA	0.329603313508596	0.0519638566536237	0.440517719470669	"abundance"
"Parabacteroides"	"diagnosis"	"PSC-UC"	0.43892731685856	0.02741236614116	NA	0.339529089271313	0.0540732944648631	0.453100053968091	"abundance"
"unclassified_Burkholderiales"	"gender"	"M"	9.43398787192652	0.0275051824390853	NA	0.339529089271313	0.0542538298171632	0.453100053968091	"abundance"
"unclassified_Lachnospiraceae"	"age"	"age"	-0.0878386506851801	0.0277610696126938	NA	0.341101290518932	0.0547514622393467	0.455003531023536	"abundance"
"unclassified_Pasteurellaceae"	"read_count"	"read_count"	-1.25482775304677	0.0282961552285326	NA	0.346073714177537	0.00031790715033666	0.015323124646227	"abundance"
"unclassified_Enterococcaceae"	"diagnosis"	"PSC-UC"	0.713721001161673	0.0287157164495617	NA	0.349594089252921	0.0566068405279118	0.465832877905304	"abundance"
"Methanomassiliicoccus"	"bmi"	"bmi"	-1.69716941257254	0.0296821735187294	NA	0.358074947812308	0.0584833156126628	0.474333429993087	"abundance"
"unclassified_Rhodospirillaceae"	"diagnosis"	"CD"	-1.81220409547907	0.0306850878009413	NA	0.365193825218377	0.060428600988531	0.4827653217123	"abundance"
"Coprococcus"	"diagnosis"	"CD"	-1.2209439165989	0.0309703770615852	NA	0.366943663935032	0.0350911643230769	0.358780570988065	"abundance"
"unclassified_Natranaerovirga"	"diagnosis"	"PSC-UC"	0.071228959351816	0.0312077871439775	NA	0.36811318702274	0.0356033694297976	0.359657989389632	"abundance"
"Anaerococcus"	"diagnosis"	"PSC-UC"	-2.69402308564033	0.0319428618825714	NA	0.375116616974976	0.0628653773398939	0.495578932581313	"abundance"
"Anaerotruncus"	"gender"	"M"	-0.644710564431119	0.0322274316933582	NA	0.376791205789307	0.0634162560331663	0.497596390362565	"abundance"
"unclassified_Bacillales"	"bmi"	"bmi"	-0.371116455470322	0.0328746737144616	NA	0.382672737009566	0.0646686032570909	0.50507376710515	"abundance"
"Sutterella"	"read_count"	"read_count"	-1.24883303375384	0.0341012584315237	NA	0.393498869031582	0.00427486735458806	0.0924577080408982	"abundance"
"unclassified_Porphyromonadaceae"	"read_count"	"read_count"	-0.248004912014667	0.0350013657071062	NA	0.399071400970591	0.000465329586746716	0.0196252753210427	"abundance"
"Victivallis"	"diagnosis"	"CD"	-1.63684463771868	0.0359431185797651	NA	0.405927815790198	0.0705943293862911	0.541330153066696	"abundance"
"Bilophila"	"bmi"	"bmi"	0.390616794926391	0.0377118215607481	NA	0.420534346311872	0.0740014616360666	0.559822716502441	"abundance"
"unclassified_Lactobacillaceae"	"read_count"	"read_count"	-1.11473159994621	0.0388164572437464	NA	0.425697841011995	0.0761261971345372	0.568251745867098	"abundance"
"Victivallis"	"age"	"age"	0.626781543794152	0.0387195012565504	NA	0.425697841011995	0.0759398027355449	0.568251745867098	"abundance"
"Sutterella"	"gender"	"M"	-1.08196736824268	0.0395825970226948	NA	0.427844869943045	0.0775984120583287	0.57000911940915	"abundance"
"unclassified_Desulfomicrobiaceae"	"age"	"age"	-0.618340927862608	0.0398182678507657	NA	0.427844869943045	0.0780510412468961	0.57000911940915	"abundance"
"Methanosphaera"	"diagnosis"	"PSC-CD"	-1.65979655724278	0.0406711451434565	NA	0.434855784104547	0.0796881482396329	0.578530633421088	"abundance"
"unclassified_Prolixibacteraceae"	"diagnosis"	"PSC-UC"	0.651798249982905	0.0419836531094958	NA	0.437620069118109	0.00940596611925189	0.160281463062403	"abundance"
"Romboutsia"	"diagnosis"	"PSC-UC"	0.590925628630042	0.0431309848961814	NA	0.445599371678871	0.0844016879342482	0.586196483642922	"abundance"
"Clostridium_XVIII"	"diagnosis"	"PSC-CD"	0.615285678482927	0.0440772829990423	NA	0.453415151470769	0.086211759121507	0.596062449335993	"abundance"
"Alistipes"	"diagnosis"	"PSC-CD"	0.646567801789751	0.0474259578761889	NA	0.474301655718302	0.0926026942719037	0.616452261245626	"abundance"
"Collinsella"	"age"	"age"	-0.212696210652516	0.050553425699513	NA	0.49326761693569	0.0985512025490699	0.639445687308773	"abundance"
"unclassified_Desulfomicrobiaceae"	"read_count"	"read_count"	0.111847046035464	0.0520843555356039	NA	0.504495910917856	0.101455930979649	0.648790507845578	"abundance"
"unclassified_Eubacteriaceae"	"read_count"	"read_count"	-0.305913194347573	0.0524789471378246	NA	0.504634513419517	0.000027477326048537	0.00272672053199306	"abundance"
"Akkermansia"	"bmi"	"bmi"	0.476935531133322	0.0528318027444589	NA	0.505630942271792	0.102872406107688	0.648790507845578	"abundance"
"Clostridium_XlVb"	"diagnosis"	"PSC-CD"	0.678638081998823	0.055266645861487	NA	0.51647069759291	0.107478889578195	0.657839907795193	"abundance"
"unclassified_Coriobacteriaceae"	"age"	"age"	0.365703778376553	0.0572035107818754	NA	0.518150572065178	0.111134779917979	0.657839907795193	"abundance"
"Megasphaera"	"read_count"	"read_count"	-1.66844091612384	0.0583896326117228	NA	0.51828122057362	0.108992131330468	0.657839907795193	"abundance"
"Pseudoflavonifractor"	"diagnosis"	"CD"	0.865258009443478	0.0582274152511195	NA	0.51828122057362	0.113064398615413	0.664598050397914	"abundance"
"unclassified_Burkholderiales"	"age"	"age"	1.42377113812291	0.0580761080638847	NA	0.51828122057362	0.112779381799921	0.664598050397914	"abundance"
"unclassified_Enterobacteriaceae"	"diagnosis"	"PSC-CD"	1.31311807952138	0.058258722034894	NA	0.51828122057362	0.026669468068636	0.301955655246906	"abundance"
"Haemophilus"	"diagnosis"	"CD"	2.22400918020861	0.0590862546567106	NA	0.520979800195714	0.114681323824064	0.669437347028357	"abundance"
"unclassified_Acidaminococcaceae"	"diagnosis"	"PSC-UC"	1.47172871710655	0.0590501536833736	NA	0.520979800195714	0.114613386716717	0.669437347028357	"abundance"
"Anaerococcus"	"age"	"age"	-0.226620978671872	0.0602895704559967	NA	0.527907611203868	0.116944308606225	0.677955493535056	"abundance"
"Olsenella"	"read_count"	"read_count"	-0.248340379813905	0.061283409331598	NA	0.53152342603288	0.0474780198981786	0.427367544130313	"abundance"
"Alloprevotella"	"age"	"age"	0.632982645341318	0.0616097862496743	NA	0.531587336180165	0.119423806737618	0.685128447987007	"abundance"
"Methanosphaera"	"bmi"	"bmi"	-0.48667527776086	0.061805863519824	NA	0.531587336180165	0.119791762274217	0.685128447987007	"abundance"
"Methanosphaera"	"diagnosis"	"CD"	-1.70266393533905	0.0620612313425616	NA	0.531587336180165	0.120270866249368	0.685128447987007	"abundance"
"Parasutterella"	"diagnosis"	"PSC-CD"	1.0718522870983	0.062669294941319	NA	0.532103609903867	0.121411149354196	0.685911918615912	"abundance"
"Holdemanella"	"diagnosis"	"CD"	-1.80938518925262	0.0629939453507915	NA	0.532439270576435	0.122019653550724	0.686157185133574	"abundance"
"Allisonella"	"diagnosis"	"PSC-CD"	1.48163430686544	0.0652616895757592	NA	0.544525648356958	0.126264291025236	0.69838642281827	"abundance"
"unclassified_Bdellovibrionaceae"	"diagnosis"	"CD"	-1.41510492913335	0.065870909622018	NA	0.544614935005719	0.110726947848324	0.657839907795193	"abundance"
"Leuconostoc"	"age"	"age"	-0.676008469309237	0.0667747540494358	NA	0.547508800532705	0.129090640320509	0.70543928705524	"abundance"
"Ruminococcus2"	"bmi"	"bmi"	0.29095692330575	0.0679535607499618	NA	0.55491923147815	0.131289435081325	0.712086719874461	"abundance"
"Subdoligranulum"	"diagnosis"	"PSC-UC"	1.41280076136345	0.0681716592904057	NA	0.554992588210849	0.131695943450404	0.712086719874461	"abundance"
"unclassified_Bdellovibrionaceae"	"diagnosis"	"PSC-UC"	-1.8685670064608	0.0692507929174431	NA	0.560340257325896	0.133705913515192	0.718057569384474	"abundance"
"Fusicatenibacter"	"bmi"	"bmi"	0.295540600404014	0.0715108589360033	NA	0.564850653619502	0.137907914926242	0.718057569384474	"abundance"
"unclassified_Ruminococcaceae"	"diagnosis"	"PSC-UC"	-1.12780811802916	0.0711344861338183	NA	0.564850653619502	0.137208857150114	0.718057569384474	"abundance"
"Coprococcus"	"diagnosis"	"PSC-CD"	-1.19076513893738	0.0718098816240405	NA	0.565529453502087	0.0874184714508762	0.599491712754586	"abundance"
"unclassified_Defluviitaleaceae"	"diagnosis"	"CD"	0.946926149218257	0.0728949389251339	NA	0.567765386296259	0.140476205729369	0.726942819219157	"abundance"
"Methanomassiliicoccus"	"diagnosis"	"PSC-UC"	-2.72528378230881	0.0739564387587826	NA	0.572246030512562	0.142443322683684	0.732627699290775	"abundance"
"Alloprevotella"	"read_count"	"read_count"	-1.26088671051722	0.0755726299689097	NA	0.575076991256254	0.0927360281158877	0.616452261245626	"abundance"
"Coprobacter"	"diagnosis"	"PSC-CD"	0.595007078226204	0.0756224076670808	NA	0.575076991256254	0.145526066792796	0.735037349339659	"abundance"
"unclassified_Peptostreptococcaceae"	"bmi"	"bmi"	-0.289312891764772	0.0754901533234804	NA	0.575076991256254	0.145281543398158	0.735037349339659	"abundance"
"Anaerococcus"	"gender"	"M"	-0.658265053685033	0.0776783996904935	NA	0.5840183364832	0.149322865602511	0.745288977134426	"abundance"
"Eggerthella"	"gender"	"M"	-0.711749701991401	0.0782447734701723	NA	0.586154044140919	0.0704126921414237	0.541330153066696	"abundance"
"Anaerofustis"	"age"	"age"	-0.0131327192573876	0.0793425735300679	NA	0.589850767414969	0.152389903085762	0.748462921580893	"abundance"
"Gemmiger"	"gender"	"M"	-0.70091287860108	0.0793431514571001	NA	0.589850767414969	0.152390967231056	0.748462921580893	"abundance"
"Romboutsia"	"diagnosis"	"CD"	0.725032727113987	0.0805756237423447	NA	0.590383952375592	0.110602476763962	0.657839907795193	"abundance"
"unclassified_Carnobacteriaceae"	"diagnosis"	"CD"	0.845603640025122	0.0813575260579013	NA	0.590383952375592	0.15609600506954	0.749547543973068	"abundance"
"unclassified_Sutterellaceae"	"diagnosis"	"PSC-CD"	1.08553154212718	0.0812835469542226	NA	0.590383952375592	0.155960078902986	0.749547543973068	"abundance"
"unclassified_Puniceicoccaceae"	"read_count"	"read_count"	-0.375854950741568	0.0819133407556261	NA	0.590755452079977	0.00232439714138245	0.0663544794008528	"abundance"
"unclassified_Enterobacteriaceae"	"bmi"	"bmi"	-0.416280777141319	0.0832708786623373	NA	0.595689789676127	0.159607718091477	0.756888943202595	"abundance"
"unclassified_Enterobacteriaceae"	"read_count"	"read_count"	-1.2381051491235	0.0850100879197979	NA	0.601644728904383	0.000147852114129207	0.00860091436330939	"abundance"
"unclassified_Enterobacteriaceae"	"age"	"age"	0.531052715297371	0.085543090752983	NA	0.602205206521	0.163768561130393	0.76531180783095	"abundance"
"unclassified_Thermoanaerobacteraceae"	"bmi"	"bmi"	0.452860769306613	0.0854641172113966	NA	0.602205206521	0.16362411909207	0.76531180783095	"abundance"
"Anaerococcus"	"diagnosis"	"PSC-CD"	-1.81762377403685	0.0862352062630175	NA	0.605471527571557	0.0141723486932929	0.213471002192725	"abundance"
"Enterococcus"	"age"	"age"	0.601154163602183	0.0869048078421168	NA	0.606555304733765	0.166257170058158	0.771415086012167	"abundance"
"unclassified_Comamonadaceae"	"read_count"	"read_count"	-1.153523802781	0.0870147632491063	NA	0.606555304733765	0.166457957474915	0.771415086012167	"abundance"
"unclassified_Rikenellaceae"	"gender"	"M"	1.04196175797887	0.0873037401689142	NA	0.606555304733765	0.166985537290347	0.771415086012167	"abundance"
"unclassified_Christensenellaceae"	"diagnosis"	"CD"	-1.33634243010614	0.0889335004092113	NA	0.608133261419704	0.169957833323387	0.771415086012167	"abundance"
"unclassified_Comamonadaceae"	"age"	"age"	0.406341046545807	0.0895161243235036	NA	0.609168702447638	0.171019112133106	0.771415086012167	"abundance"
"Barnesiella"	"diagnosis"	"PSC-CD"	0.84129889479221	0.0915512165716756	NA	0.621398909681782	0.0779790407573778	0.57000911940915	"abundance"
"Odoribacter"	"read_count"	"read_count"	-0.309079291694495	0.0917816023343099	NA	0.621398909681782	0.000000155103750570239	0.0000654150068029984	"abundance"
"Peptococcus"	"bmi"	"bmi"	0.999880727479505	0.0932230386095401	NA	0.624782688054847	0.177755542291484	0.795420689245979	"abundance"
"Faecalitalea"	"diagnosis"	"PSC-CD"	2.48457926053621	0.0942819880196661	NA	0.630288151647844	0.179674882774392	0.799766562639575	"abundance"
"Lactobacillus"	"diagnosis"	"PSC-UC"	0.682646096820958	0.0949920283819465	NA	0.633015134729131	0.0486393411221222	0.427367544130313	"abundance"
"Clostridium_IV"	"diagnosis"	"PSC-CD"	-1.24550084724696	0.097574826184111	NA	0.640513989437926	0.185628805663362	0.809892915069315	"abundance"
"Faecalibacterium"	"age"	"age"	-0.167161025830182	0.0976644143613941	NA	0.640513989437926	0.185790490890234	0.809892915069315	"abundance"
"EscherichiaShigella"	"read_count"	"read_count"	-1.18948242923636	0.0991246359311408	NA	0.647972373796177	0.0299607340159567	0.32608876312851	"abundance"
"Barnesiella"	"read_count"	"read_count"	-0.345360533474529	0.102874933494882	NA	0.656594288209854	0.000189073184737366	0.00966565038339203	"abundance"
"unclassified_Alteromonadales"	"diagnosis"	"CD"	0.729696745143714	0.103632770380977	NA	0.656594288209854	0.196525789665118	0.826984129778828	"abundance"
"unclassified_Comamonadaceae"	"diagnosis"	"PSC-CD"	-1.08061496120466	0.102497489196529	NA	0.656594288209854	0.194489243101465	0.826984129778828	"abundance"
"unclassified_Prolixibacteraceae"	"diagnosis"	"PSC-CD"	0.601509207891021	0.103301422783013	NA	0.656594288209854	0.158460398793372	0.755356957958287	"abundance"
"unclassified_Desulfomicrobiaceae"	"bmi"	"bmi"	0.495554230044747	0.1047573633663	NA	0.660394399938625	0.198540621553142	0.829054526138985	"abundance"
"Sporobacter"	"diagnosis"	"PSC-CD"	0.367316003782933	0.105626160430307	NA	0.662734949212064	0.200095435093365	0.83023790391431	"abundance"
"unclassified_Rikenellaceae"	"age"	"age"	-0.327179483052071	0.106146589897985	NA	0.663930860830155	0.201026081248998	0.83120342908593	"abundance"
"unclassified_Comamonadaceae"	"diagnosis"	"CD"	-0.939831504451606	0.107255806273843	NA	0.668208708569905	0.203007804568234	0.833573038106458	"abundance"
"Methanosphaera"	"gender"	"M"	0.676960224433876	0.109352991884471	NA	0.670006682640411	0.206747906934857	0.833573038106458	"abundance"
"Parabacteroides"	"age"	"age"	-0.0909827294929377	0.108642431924523	NA	0.670006682640411	0.205481685834572	0.833573038106458	"abundance"
"EscherichiaShigella"	"diagnosis"	"CD"	1.15844610783453	0.11067092067549	NA	0.672129573164188	0.0236114084661019	0.279021260977881	"abundance"
"Odoribacter"	"gender"	"M"	-0.578270961659783	0.111252791667594	NA	0.67412079699953	0.210128399681355	0.836053326090673	"abundance"
"Actinomyces"	"bmi"	"bmi"	-0.200620320682052	0.113086449447058	NA	0.674798531381832	0.213384353845574	0.841073376022158	"abundance"
"Fusicatenibacter"	"age"	"age"	-0.129112389581752	0.112560881237888	NA	0.674798531381832	0.212451810490726	0.841073376022158	"abundance"
"Megamonas"	"read_count"	"read_count"	-1.55239688198376	0.112795176163243	NA	0.674798531381832	0.12921205672796	0.70543928705524	"abundance"
"Prevotella"	"age"	"age"	0.619262412131112	0.112137468809729	NA	0.674798531381832	0.137674586166183	0.718057569384474	"abundance"
"unclassified_Alteromonadales"	"gender"	"M"	-0.51554158976118	0.112976559982417	NA	0.674798531381832	0.213189416859373	0.841073376022158	"abundance"
"unclassified_Enterobacteriaceae"	"diagnosis"	"CD"	1.05814312548934	0.113144441019184	NA	0.674798531381832	0.00376269907667118	0.0857793694911389	"abundance"
"Bifidobacterium"	"bmi"	"bmi"	0.388074456026267	0.114859557181218	NA	0.678345825036358	0.216526396486571	0.844689959703663	"abundance"
"unclassified_Bdellovibrionaceae"	"read_count"	"read_count"	-1.09419744202715	0.114682231241128	NA	0.678345825036358	0.00383026788262309	0.086155492239802	"abundance"
"unclassified_Heliobacteriaceae"	"read_count"	"read_count"	-0.29118687626362	0.11599291105997	NA	0.681818063160023	0.120328517250465	0.685128447987007	"abundance"
"Pseudoflavonifractor"	"read_count"	"read_count"	-0.330127570147852	0.117072296190452	NA	0.682878844152659	0.00853756921535924	0.153222119854373	"abundance"
"unclassified_Enterococcaceae"	"gender"	"M"	0.70462416204664	0.117945065285417	NA	0.686460972077843	0.221979092145652	0.847236942193925	"abundance"
