"feature"	"metadata"	"effect_size"	"pval"	"qval"	"error"	"associations"
"Aeromonas"	"diagnosisPSC-CD"	NA	1	1	NA	"abundance"
"Aeromonas"	"diagnosisPSC-UC"	NA	1	1	"sensitivity failed"	"abundance"
"Aeromonas"	"genderM"	NA	1	1	NA	"abundance"
"Aeromonas"	"read_count"	NA	1	1	"sensitivity failed"	"abundance"
"Aestuariispira"	"age"	NA	1	1	NA	"abundance"
"Aestuariispira"	"bmi"	NA	1	1	NA	"abundance"
"Aestuariispira"	"diagnosisCD"	NA	1	1	NA	"abundance"
"Aestuariispira"	"diagnosisPSC-CD"	NA	1	1	"sensitivity failed"	"abundance"
"Aestuariispira"	"diagnosisPSC-UC"	NA	1	1	"sensitivity failed"	"abundance"
"Aestuariispira"	"genderM"	NA	1	1	NA	"abundance"
"Aestuariispira"	"read_count"	NA	1	1	"sensitivity failed"	"abundance"
"Akkermansia"	"age"	-0.136494472236906	0.269077145558338	1	NA	"abundance"
"Akkermansia"	"bmi"	0.341912182893095	1	1	"sensitivity failed"	"abundance"
"Akkermansia"	"diagnosisCD"	-0.324313796765016	0.638054224282221	1	NA	"abundance"
"Akkermansia"	"diagnosisPSC-CD"	-0.268299474349484	0.688128443041599	1	NA	"abundance"
"Akkermansia"	"diagnosisPSC-UC"	-0.407847119086469	0.528987830116427	1	"sensitivity failed"	"abundance"
"Akkermansia"	"genderM"	-0.243426261320062	0.543094365427286	1	"sensitivity failed"	"abundance"
"Akkermansia"	"read_count"	0.125396002492236	0.634204910749459	1	NA	"abundance"
"Alistipes"	"age"	-0.0974587348869461	0.395397493740048	1	NA	"abundance"
"Alistipes"	"bmi"	0.0000747602619840182	1	1	NA	"abundance"
"Alistipes"	"diagnosisCD"	-0.129250923933431	0.854076293843811	1	NA	"abundance"
"Alistipes"	"diagnosisPSC-CD"	0.512273969554787	0.457380297290619	1	"sensitivity failed"	"abundance"
"Alistipes"	"diagnosisPSC-UC"	-0.374642069532361	0.569993371412693	1	NA	"abundance"
"Alistipes"	"genderM"	-0.669503462624603	0.101613091790748	1	"sensitivity failed"	"abundance"
"Alistipes"	"read_count"	0.770255942771274	0.00313645597558585	0.241634725081839	"sensitivity failed"	"abundance"
"Allisonella"	"age"	0.152675520475156	0.037467601879886	0.856754592357474	"sensitivity failed"	"abundance"
"Allisonella"	"bmi"	-0.0501495106112989	1	1	NA	"abundance"
"Allisonella"	"diagnosisCD"	0.299145800524903	0.667463952376393	1	NA	"abundance"
"Allisonella"	"diagnosisPSC-CD"	1.01212810969526	0.179072823322104	1	NA	"abundance"
"Allisonella"	"diagnosisPSC-UC"	0	1	1	"sensitivity failed"	"abundance"
"Allisonella"	"genderM"	0.180301668050477	0.384724018832841	1	NA	"abundance"
"Allisonella"	"read_count"	0.15726798963221	0.501881227464281	1	"sensitivity failed"	"abundance"
"Allobaculum"	"age"	NA	1	1	"sensitivity failed"	"abundance"
"Allobaculum"	"bmi"	NA	1	1	NA	"abundance"
"Allobaculum"	"diagnosisCD"	NA	1	1	NA	"abundance"
"Allobaculum"	"diagnosisPSC-CD"	NA	1	1	NA	"abundance"
"Allobaculum"	"diagnosisPSC-UC"	NA	1	1	"sensitivity failed"	"abundance"
"Allobaculum"	"genderM"	NA	1	1	NA	"abundance"
"Allobaculum"	"read_count"	NA	1	1	"sensitivity failed"	"abundance"
"Alloprevotella"	"age"	0.402212485889967	0.0000873634692303228	0.0239179988314801	"sensitivity failed"	"abundance"
"Alloprevotella"	"bmi"	0.254516446440884	1	1	NA	"abundance"
"Alloprevotella"	"diagnosisCD"	0.0619519548614873	0.926502377423599	1	NA	"abundance"
"Alloprevotella"	"diagnosisPSC-CD"	0.182229570484518	0.794633901078763	1	NA	"abundance"
"Alloprevotella"	"diagnosisPSC-UC"	-0.79586184763388	0.222307517628382	1	NA	"abundance"
"Alloprevotella"	"genderM"	0.0703397154965454	0.780533979217666	1	NA	"abundance"
"Alloprevotella"	"read_count"	-0.328939259415334	0.166632101593629	1	NA	"abundance"
"Alloscardovia"	"age"	NA	1	1	NA	"abundance"
"Alloscardovia"	"bmi"	NA	1	1	NA	"abundance"
"Alloscardovia"	"diagnosisCD"	NA	1	1	NA	"abundance"
"Alloscardovia"	"diagnosisPSC-CD"	NA	1	1	NA	"abundance"
"Alloscardovia"	"diagnosisPSC-UC"	NA	1	1	NA	"abundance"
"Alloscardovia"	"genderM"	NA	1	1	NA	"abundance"
"Alloscardovia"	"read_count"	NA	1	1	"sensitivity failed"	"abundance"
"Anaerococcus"	"age"	-0.172796077587983	0.0754323884345147	1	NA	"abundance"
"Anaerococcus"	"bmi"	0.08032514480429	1	1	NA	"abundance"
"Anaerococcus"	"diagnosisCD"	0	1	1	NA	"abundance"
"Anaerococcus"	"diagnosisPSC-CD"	-0.63761413680801	0.437049468552144	1	"sensitivity failed"	"abundance"
"Anaerococcus"	"diagnosisPSC-UC"	-0.911311712345091	0.274848664134265	1	"sensitivity failed"	"abundance"
"Anaerococcus"	"genderM"	-0.0943793778079495	0.669202041564611	1	NA	"abundance"
"Anaerococcus"	"read_count"	-0.425774537096841	0.160735759222287	1	"sensitivity failed"	"abundance"
"Anaerofilum"	"age"	NA	1	1	"sensitivity failed"	"abundance"
"Anaerofilum"	"bmi"	NA	1	1	NA	"abundance"
"Anaerofilum"	"diagnosisCD"	NA	1	1	NA	"abundance"
"Anaerofilum"	"diagnosisPSC-CD"	NA	1	1	NA	"abundance"
"Anaerofilum"	"diagnosisPSC-UC"	NA	1	1	"sensitivity failed"	"abundance"
"Anaerofilum"	"genderM"	NA	1	1	NA	"abundance"
"Anaerofilum"	"read_count"	NA	1	1	"sensitivity failed"	"abundance"
"Anaerofustis"	"age"	-0.113196034856715	0.154655083744021	1	NA	"abundance"
"Anaerofustis"	"bmi"	-0.0104980988222273	1	1	NA	"abundance"
"Anaerofustis"	"diagnosisCD"	0.0417301342027318	0.954432945665843	1	NA	"abundance"
"Anaerofustis"	"diagnosisPSC-CD"	0	1	1	NA	"abundance"
"Anaerofustis"	"diagnosisPSC-UC"	0.24072302903784	0.742251753730829	1	NA	"abundance"
"Anaerofustis"	"genderM"	-0.44750727053006	0.0906609333591381	1	NA	"abundance"
"Anaerofustis"	"read_count"	-0.062324067050329	0.79904359847098	1	"sensitivity failed"	"abundance"
"Anaeroglobus"	"age"	-2.71597623928326	1	1	"sensitivity failed"	"abundance"
"Anaeroglobus"	"bmi"	NA	1	1	"sensitivity failed"	"abundance"
"Anaeroglobus"	"diagnosisCD"	-3.83879531447681	1	1	NA	"abundance"
"Anaeroglobus"	"diagnosisPSC-CD"	0	1	1	NA	"abundance"
"Anaeroglobus"	"diagnosisPSC-UC"	0	1	1	NA	"abundance"
"Anaeroglobus"	"genderM"	NA	1	1	NA	"abundance"
"Anaeroglobus"	"read_count"	NA	1	1	"sensitivity failed"	"abundance"
"Anaerophaga"	"age"	NA	1	1	"sensitivity failed"	"abundance"
"Anaerophaga"	"bmi"	NA	1	1	NA	"abundance"
"Anaerophaga"	"diagnosisCD"	NA	1	1	NA	"abundance"
"Anaerophaga"	"diagnosisPSC-CD"	NA	1	1	NA	"abundance"
"Anaerophaga"	"diagnosisPSC-UC"	NA	1	1	"sensitivity failed"	"abundance"
"Anaerophaga"	"genderM"	NA	1	1	NA	"abundance"
"Anaerophaga"	"read_count"	NA	1	1	"sensitivity failed"	"abundance"
"Anaerosporobacter"	"age"	0.189019769188355	1	1	NA	"abundance"
"Anaerosporobacter"	"bmi"	NA	1	1	NA	"abundance"
"Anaerosporobacter"	"diagnosisCD"	0.520138937397351	1	1	NA	"abundance"
"Anaerosporobacter"	"diagnosisPSC-CD"	0	1	1	NA	"abundance"
"Anaerosporobacter"	"diagnosisPSC-UC"	0	1	1	"sensitivity failed"	"abundance"
"Anaerosporobacter"	"genderM"	-0.35198068217127	1	1	NA	"abundance"
"Anaerosporobacter"	"read_count"	NA	1	1	"sensitivity failed"	"abundance"
"Anaerostipes"	"age"	-0.193264755330638	0.100271178763051	1	"sensitivity failed"	"abundance"
"Anaerostipes"	"bmi"	0.0450391810158239	1	1	NA	"abundance"
"Anaerostipes"	"diagnosisCD"	0.412866745163014	0.5711820822695	1	"sensitivity failed"	"abundance"
"Anaerostipes"	"diagnosisPSC-CD"	-0.341069584412639	0.62600013231484	1	NA	"abundance"
"Anaerostipes"	"diagnosisPSC-UC"	-0.116678720000304	0.860354943988035	1	NA	"abundance"
"Anaerostipes"	"genderM"	-0.0371617376360901	0.93036363866894	1	NA	"abundance"
"Anaerostipes"	"read_count"	0.66364092126676	0.00986960815614433	0.464785821333877	"sensitivity failed"	"abundance"
"Anaerotruncus"	"age"	-0.171580553244757	0.0267875740832853	0.767789792306055	NA	"abundance"
"Anaerotruncus"	"bmi"	0.193527447696647	1	1	NA	"abundance"
"Anaerotruncus"	"diagnosisCD"	0.0998678475221569	0.886934889381484	1	NA	"abundance"
"Anaerotruncus"	"diagnosisPSC-CD"	0.504377546772259	0.492577915030707	1	NA	"abundance"
"Anaerotruncus"	"diagnosisPSC-UC"	-0.281116231945864	0.687660964449972	1	NA	"abundance"
"Anaerotruncus"	"genderM"	-0.378166664893535	0.113049334887529	1	NA	"abundance"
"Anaerotruncus"	"read_count"	0.108818931408763	0.643303132015582	1	NA	"abundance"
"Anaerovorax"	"age"	NA	1	1	"sensitivity failed"	"abundance"
"Anaerovorax"	"bmi"	NA	1	1	NA	"abundance"
"Anaerovorax"	"diagnosisCD"	NA	1	1	NA	"abundance"
"Anaerovorax"	"diagnosisPSC-CD"	NA	1	1	NA	"abundance"
"Anaerovorax"	"diagnosisPSC-UC"	NA	1	1	"sensitivity failed"	"abundance"
"Anaerovorax"	"genderM"	NA	1	1	NA	"abundance"
"Anaerovorax"	"read_count"	NA	1	1	"sensitivity failed"	"abundance"
"Aquabacterium"	"age"	-1.51528920627354	1	1	"sensitivity failed"	"abundance"
"Aquabacterium"	"bmi"	-0.64186512104661	1	1	NA	"abundance"
"Aquabacterium"	"diagnosisCD"	-0.441568117662351	1	1	"sensitivity failed"	"abundance"
"Aquabacterium"	"diagnosisPSC-CD"	1.54672215653059	1	1	NA	"abundance"
"Aquabacterium"	"diagnosisPSC-UC"	0	1	1	"sensitivity failed"	"abundance"
"Aquabacterium"	"genderM"	-1.56095034993395	1	1	"sensitivity failed"	"abundance"
"Aquabacterium"	"read_count"	NA	1	1	"sensitivity failed"	"abundance"
"Arcanobacterium"	"age"	NA	1	1	NA	"abundance"
"Arcanobacterium"	"bmi"	NA	1	1	NA	"abundance"
"Arcanobacterium"	"diagnosisCD"	NA	1	1	NA	"abundance"
"Arcanobacterium"	"diagnosisPSC-CD"	NA	1	1	NA	"abundance"
"Arcanobacterium"	"diagnosisPSC-UC"	NA	1	1	"sensitivity failed"	"abundance"
"Arcanobacterium"	"genderM"	NA	1	1	NA	"abundance"
"Arcanobacterium"	"read_count"	NA	1	1	"sensitivity failed"	"abundance"
"Atopobium"	"age"	0.645239082990226	1	1	"sensitivity failed"	"abundance"
"Atopobium"	"bmi"	NA	1	1	"sensitivity failed"	"abundance"
"Atopobium"	"diagnosisCD"	0.0431384526058419	1	1	NA	"abundance"
"Atopobium"	"diagnosisPSC-CD"	0.762216985898536	1	1	"sensitivity failed"	"abundance"
"Atopobium"	"diagnosisPSC-UC"	1.24661353111539	1	1	NA	"abundance"
"Atopobium"	"genderM"	-1.64957831031657	1	1	NA	"abundance"
"Atopobium"	"read_count"	NA	1	1	"sensitivity failed"	"abundance"
"Bacteroides"	"age"	-0.231315589314322	0.0439317811739842	0.922320567737209	"sensitivity failed"	"abundance"
"Bacteroides"	"bmi"	0.0998889311804622	1	1	NA	"abundance"
"Bacteroides"	"diagnosisCD"	1.31570261601902	0.0565392495754262	1	"sensitivity failed"	"abundance"
"Bacteroides"	"diagnosisPSC-CD"	0.768458909460039	0.250309155549191	1	"sensitivity failed"	"abundance"
"Bacteroides"	"diagnosisPSC-UC"	1.39221829533459	0.0294013491891503	0.809873527664778	"sensitivity failed"	"abundance"
"Bacteroides"	"genderM"	-0.724115427352464	0.0490706370121052	0.981875670779953	"sensitivity failed"	"abundance"
"Bacteroides"	"read_count"	0.621628673268825	0.01148059364164	0.496945696202416	"sensitivity failed"	"abundance"
"Barnesiella"	"age"	-0.019878751717653	0.84987595664865	1	NA	"abundance"
"Barnesiella"	"bmi"	0.141683730158017	1	1	NA	"abundance"
"Barnesiella"	"diagnosisCD"	-0.23819781302764	0.718758423596596	1	NA	"abundance"
"Barnesiella"	"diagnosisPSC-CD"	0.721209628061345	0.270467890630283	1	"sensitivity failed"	"abundance"
"Barnesiella"	"diagnosisPSC-UC"	-0.0497430827731503	0.938641190001764	1	"sensitivity failed"	"abundance"
"Barnesiella"	"genderM"	-0.438747176045983	0.189208710557284	1	NA	"abundance"
"Barnesiella"	"read_count"	0.291113456074486	0.230103514247173	1	"sensitivity failed"	"abundance"
"Bifidobacterium"	"age"	0.0141164701969597	0.92312226458865	1	NA	"abundance"
"Bifidobacterium"	"bmi"	0.291196589675437	1	1	"sensitivity failed"	"abundance"
"Bifidobacterium"	"diagnosisCD"	-0.0740465160581241	0.915214909240895	1	NA	"abundance"
"Bifidobacterium"	"diagnosisPSC-CD"	-0.526727390173895	0.475461149087014	1	NA	"abundance"
"Bifidobacterium"	"diagnosisPSC-UC"	0.163892291719687	0.808452648437018	1	NA	"abundance"
"Bifidobacterium"	"genderM"	-0.10547722053622	0.787466075038199	1	NA	"abundance"
"Bifidobacterium"	"read_count"	0.203128525429939	0.454344452055962	1	"sensitivity failed"	"abundance"
"Bilophila"	"age"	0.0583683335675009	0.536062146404234	1	"sensitivity failed"	"abundance"
"Bilophila"	"bmi"	0.309568304235271	1	1	"sensitivity failed"	"abundance"
"Bilophila"	"diagnosisCD"	-0.0489304523584551	0.93864037556021	1	NA	"abundance"
"Bilophila"	"diagnosisPSC-CD"	-0.470401880553918	0.470639403670233	1	NA	"abundance"
"Bilophila"	"diagnosisPSC-UC"	-0.321815512402657	0.612337291590625	1	NA	"abundance"
"Bilophila"	"genderM"	-0.691109496285608	0.0144279010944528	0.538717435641509	"sensitivity failed"	"abundance"
"Bilophila"	"read_count"	0.192450196020316	0.400438941947773	1	"sensitivity failed"	"abundance"
"Blautia"	"age"	-0.205450196695187	0.0200266845912168	0.685106419644692	"sensitivity failed"	"abundance"
"Blautia"	"bmi"	0.142020635229749	1	1	"sensitivity failed"	"abundance"
"Blautia"	"diagnosisCD"	0.138673284728195	0.833522774057217	1	NA	"abundance"
"Blautia"	"diagnosisPSC-CD"	0.11600879437784	0.851313684317924	1	NA	"abundance"
"Blautia"	"diagnosisPSC-UC"	-0.232900721032339	0.699664126361113	1	NA	"abundance"
"Blautia"	"genderM"	-0.230156179033421	0.485548228035505	1	"sensitivity failed"	"abundance"
"Blautia"	"read_count"	0.52157954154308	0.0274184780912771	0.774606307739431	"sensitivity failed"	"abundance"
"Brachyspira"	"age"	NA	1	1	NA	"abundance"
"Brachyspira"	"bmi"	NA	1	1	NA	"abundance"
"Brachyspira"	"diagnosisCD"	NA	1	1	NA	"abundance"
"Brachyspira"	"diagnosisPSC-CD"	NA	1	1	NA	"abundance"
"Brachyspira"	"diagnosisPSC-UC"	NA	1	1	"sensitivity failed"	"abundance"
"Brachyspira"	"genderM"	NA	1	1	NA	"abundance"
"Brachyspira"	"read_count"	NA	1	1	"sensitivity failed"	"abundance"
"Brevibacterium"	"age"	NA	1	1	NA	"abundance"
"Brevibacterium"	"bmi"	NA	1	1	NA	"abundance"
"Brevibacterium"	"diagnosisCD"	NA	1	1	NA	"abundance"
"Brevibacterium"	"diagnosisPSC-CD"	NA	1	1	NA	"abundance"
"Brevibacterium"	"diagnosisPSC-UC"	NA	1	1	"sensitivity failed"	"abundance"
"Brevibacterium"	"genderM"	NA	1	1	NA	"abundance"
"Brevibacterium"	"read_count"	NA	1	1	"sensitivity failed"	"abundance"
"Butyricicoccus"	"age"	0.0148750461491845	0.875539711678186	1	NA	"abundance"
"Butyricicoccus"	"bmi"	-0.00240356199791767	1	1	NA	"abundance"
"Butyricicoccus"	"diagnosisCD"	0.0286113593278783	0.962800069523533	1	"sensitivity failed"	"abundance"
"Butyricicoccus"	"diagnosisPSC-CD"	-0.0396509027632956	0.949013191260209	1	NA	"abundance"
"Butyricicoccus"	"diagnosisPSC-UC"	0.293797637403542	0.616148733938083	1	"sensitivity failed"	"abundance"
"Butyricicoccus"	"genderM"	-0.299433726520548	0.253584342052132	1	"sensitivity failed"	"abundance"
"Butyricicoccus"	"read_count"	0.385199423212834	0.075580572686691	1	"sensitivity failed"	"abundance"
"Butyricimonas"	"age"	0.0530252212164374	0.496002829692089	1	NA	"abundance"
"Butyricimonas"	"bmi"	-0.0434033945640385	1	1	NA	"abundance"
"Butyricimonas"	"diagnosisCD"	-0.383308710819205	0.551402165687621	1	NA	"abundance"
"Butyricimonas"	"diagnosisPSC-CD"	0.374622689164839	0.568000487627325	1	"sensitivity failed"	"abundance"
"Butyricimonas"	"diagnosisPSC-UC"	-0.448536907399922	0.485366354503113	1	NA	"abundance"
"Butyricimonas"	"genderM"	-0.172172299585587	0.482989264698633	1	NA	"abundance"
"Butyricimonas"	"read_count"	0.209525028657826	0.351472843872108	1	"sensitivity failed"	"abundance"
"Butyrivibrio"	"age"	0.416200549480664	0.000176110386859664	0.0311275108774456	"sensitivity failed"	"abundance"
"Butyrivibrio"	"bmi"	-0.464491792577127	1	1	NA	"abundance"
"Butyrivibrio"	"diagnosisCD"	-1.53907761846329	0.036390929902592	0.856754592357474	NA	"abundance"
"Butyrivibrio"	"diagnosisPSC-CD"	-1.41898283075727	0.0576576720665462	1	NA	"abundance"
"Butyrivibrio"	"diagnosisPSC-UC"	-0.702336025357506	0.315206496192966	1	NA	"abundance"
"Butyrivibrio"	"genderM"	-0.264915589836525	0.339720843699531	1	NA	"abundance"
"Butyrivibrio"	"read_count"	-0.151276479454705	0.524774870074276	1	"sensitivity failed"	"abundance"
"Campylobacter"	"age"	-0.442205718673538	1	1	NA	"abundance"
"Campylobacter"	"bmi"	0.368069972887582	1	1	NA	"abundance"
"Campylobacter"	"diagnosisCD"	0.892712062044841	1	1	NA	"abundance"
"Campylobacter"	"diagnosisPSC-CD"	2.15681037682501	1	1	NA	"abundance"
"Campylobacter"	"diagnosisPSC-UC"	0.282137479982859	1	1	NA	"abundance"
"Campylobacter"	"genderM"	-0.323539475699199	1	1	NA	"abundance"
"Campylobacter"	"read_count"	NA	1	1	"sensitivity failed"	"abundance"
"Carnobacterium"	"age"	NA	1	1	"sensitivity failed"	"abundance"
"Carnobacterium"	"bmi"	NA	1	1	"sensitivity failed"	"abundance"
"Carnobacterium"	"diagnosisCD"	NA	1	1	NA	"abundance"
"Carnobacterium"	"diagnosisPSC-CD"	NA	1	1	NA	"abundance"
"Carnobacterium"	"diagnosisPSC-UC"	NA	1	1	"sensitivity failed"	"abundance"
"Carnobacterium"	"genderM"	NA	1	1	NA	"abundance"
"Carnobacterium"	"read_count"	NA	1	1	"sensitivity failed"	"abundance"
"Catabacter"	"age"	NA	1	1	NA	"abundance"
"Catabacter"	"bmi"	NA	1	1	NA	"abundance"
"Catabacter"	"diagnosisCD"	NA	1	1	NA	"abundance"
"Catabacter"	"diagnosisPSC-CD"	NA	1	1	NA	"abundance"
"Catabacter"	"diagnosisPSC-UC"	NA	1	1	"sensitivity failed"	"abundance"
"Catabacter"	"genderM"	NA	1	1	NA	"abundance"
"Catabacter"	"read_count"	NA	1	1	"sensitivity failed"	"abundance"
"Catenibacterium"	"age"	0.370440175789178	0.000090214045568996	0.0239179988314801	"sensitivity failed"	"abundance"
"Catenibacterium"	"bmi"	-0.166108731411008	1	1	NA	"abundance"
"Catenibacterium"	"diagnosisCD"	-0.285458540152485	0.676014890694025	1	NA	"abundance"
"Catenibacterium"	"diagnosisPSC-CD"	0.358641945073024	0.611376249316801	1	NA	"abundance"
"Catenibacterium"	"diagnosisPSC-UC"	1.6220904075517	0.0326399277511098	0.844259594635414	NA	"abundance"
"Catenibacterium"	"genderM"	-0.473715456928162	0.0595484281772163	1	NA	"abundance"
"Catenibacterium"	"read_count"	0.275693082531164	0.247016987178132	1	"sensitivity failed"	"abundance"
"Cerasicoccus"	"age"	0.239251031038698	0.00318989736081635	0.241634725081839	"sensitivity failed"	"abundance"
"Cerasicoccus"	"bmi"	-0.122971360817945	1	1	NA	"abundance"
"Cerasicoccus"	"diagnosisCD"	-0.597575392655266	0.393662258264737	1	NA	"abundance"
"Cerasicoccus"	"diagnosisPSC-CD"	-0.204808567732485	0.774983689772593	1	NA	"abundance"
"Cerasicoccus"	"diagnosisPSC-UC"	-0.13155765694962	0.848092712898982	1	NA	"abundance"
"Cerasicoccus"	"genderM"	-0.156978842911437	0.449484359307293	1	NA	"abundance"
"Cerasicoccus"	"read_count"	-0.148286306874054	0.525868437877853	1	"sensitivity failed"	"abundance"
"Christensenella"	"age"	NA	1	1	NA	"abundance"
"Christensenella"	"bmi"	NA	1	1	"sensitivity failed"	"abundance"
"Christensenella"	"diagnosisCD"	0	1	1	NA	"abundance"
"Christensenella"	"diagnosisPSC-CD"	0.607244391729164	1	1	NA	"abundance"
"Christensenella"	"diagnosisPSC-UC"	0	1	1	"sensitivity failed"	"abundance"
"Christensenella"	"genderM"	NA	1	1	NA	"abundance"
"Christensenella"	"read_count"	NA	1	1	"sensitivity failed"	"abundance"
"Citrobacter"	"age"	NA	1	1	NA	"abundance"
"Citrobacter"	"bmi"	NA	1	1	NA	"abundance"
"Citrobacter"	"diagnosisCD"	NA	1	1	NA	"abundance"
"Citrobacter"	"diagnosisPSC-CD"	NA	1	1	NA	"abundance"
"Citrobacter"	"diagnosisPSC-UC"	NA	1	1	NA	"abundance"
"Citrobacter"	"genderM"	NA	1	1	NA	"abundance"
"Citrobacter"	"read_count"	NA	1	1	"sensitivity failed"	"abundance"
"Cloacibacillus"	"age"	-0.237257004712957	0.00518635971630249	0.314293398807931	"sensitivity failed"	"abundance"
"Cloacibacillus"	"bmi"	-0.151098618945585	1	1	NA	"abundance"
"Cloacibacillus"	"diagnosisCD"	0.567227615894477	0.424491840934264	1	NA	"abundance"
"Cloacibacillus"	"diagnosisPSC-CD"	-0.0816824104836573	0.910485578274544	1	NA	"abundance"
"Cloacibacillus"	"diagnosisPSC-UC"	-0.37322574342415	0.593990037019658	1	NA	"abundance"
"Cloacibacillus"	"genderM"	0.520621194205071	0.0277558130071649	0.774606307739431	NA	"abundance"
"Cloacibacillus"	"read_count"	0.130434098253706	0.58049642924868	1	"sensitivity failed"	"abundance"
"Clostridium_III"	"age"	NA	1	1	"sensitivity failed"	"abundance"
"Clostridium_III"	"bmi"	NA	1	1	"sensitivity failed"	"abundance"
"Clostridium_III"	"diagnosisCD"	NA	1	1	NA	"abundance"
"Clostridium_III"	"diagnosisPSC-CD"	NA	1	1	NA	"abundance"
"Clostridium_III"	"diagnosisPSC-UC"	NA	1	1	"sensitivity failed"	"abundance"
"Clostridium_III"	"genderM"	NA	1	1	NA	"abundance"
"Clostridium_III"	"read_count"	NA	1	1	"sensitivity failed"	"abundance"
"Clostridium_IV"	"age"	0.0776122990854065	0.549089987772194	1	NA	"abundance"
"Clostridium_IV"	"bmi"	0.0853983883676649	1	1	NA	"abundance"
"Clostridium_IV"	"diagnosisCD"	-1.10731692048692	0.101059085184488	1	"sensitivity failed"	"abundance"
