"feature"	"metadata"	"value"	"coef"	"pval"	"qval"	"association"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Oscillospiraceae.g__Oscillibacter.s__Oscillibacter_unclassified"	"dysbiosis_state"	"dysbiosis_CD"	-3.7228263783877	3.52605682287885e-18	1.23466235828804e-15	"abundance"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Faecalibacterium.s__Faecalibacterium_prausnitzii"	"dysbiosis_state"	"dysbiosis_nonIBD"	-4.71961897423835	5.19238120576185e-17	1.68826566061628e-14	"abundance"
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae.g__Enterococcus.s__Enterococcus_faecium"	"dysbiosis_state"	"dysbiosis_CD"	1.02103966413575	1.2459239491824e-16	3.78096387778551e-14	"abundance"
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae.g__Enterococcus.s__Enterococcus_casseliflavus"	"dysbiosis_state"	"dysbiosis_CD"	0.614220571234732	7.04876416889623e-16	2.00537340605098e-13	"abundance"
"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__Bifidobacterium.s__Bifidobacterium_breve"	"dysbiosis_state"	"dysbiosis_CD"	1.51159206596795	1.25827682442932e-15	3.36922123811898e-13	"abundance"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Roseburia.s__Roseburia_hominis"	"dysbiosis_state"	"dysbiosis_CD"	-3.77970464650326	1.71610936163012e-15	4.33984989674461e-13	"abundance"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium.s__Clostridium_phytofermentans"	"dysbiosis_state"	"dysbiosis_nonIBD"	0.314957380674362	2.3484540716223e-15	5.62640154422353e-13	"abundance"
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_thetaiotaomicron"	"dysbiosis_state"	"dysbiosis_CD"	-2.85123894811315	2.57093908297563e-15	5.85145735285254e-13	"abundance"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Eubacterium.s__Eubacterium_rectale"	"dysbiosis_state"	"dysbiosis_nonIBD"	-6.06074101187025	6.14880254622767e-15	1.33282615192516e-12	"abundance"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Roseburia.s__Roseburia_inulinivorans"	"dysbiosis_state"	"dysbiosis_CD"	-3.462095237212	9.02968140719094e-15	1.8683231711606e-12	"abundance"
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__Pantoea.s__Pantoea_unclassified"	"dysbiosis_state"	"dysbiosis_CD"	0.490191738917808	1.5675783084583e-14	3.10244193917485e-12	"abundance"
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_ovatus"	"dysbiosis_state"	"dysbiosis_UC"	-3.23210230624843	2.11163731196479e-14	4.00507210169322e-12	"abundance"
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_caccae"	"dysbiosis_state"	"dysbiosis_UC"	-3.39138544151719	2.42030032084869e-14	4.40688282420129e-12	"abundance"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_7_1_58FAA"	"dysbiosis_state"	"dysbiosis_UC"	-2.6073510923692	1.41538664229156e-13	2.47801538296584e-11	"abundance"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Eubacterium.s__Eubacterium_rectale"	"dysbiosis_state"	"dysbiosis_UC"	-3.9475852597627	4.43160197076922e-13	7.47135265590425e-11	"abundance"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Eubacterium.s__Eubacterium_sp_3_1_31"	"dysbiosis_state"	"dysbiosis_nonIBD"	-3.15512066487228	5.70590735453419e-13	9.27617509922844e-11	"abundance"
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Parabacteroides.s__Parabacteroides_distasonis"	"dysbiosis_state"	"dysbiosis_CD"	-2.72485723426692	6.75815373056147e-13	1.02543719271719e-10	"abundance"
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes.s__Alistipes_putredinis"	"dysbiosis_state"	"dysbiosis_CD"	-3.03492316152605	6.67832515087819e-13	1.02543719271719e-10	"abundance"
"k__Bacteria.p__Firmicutes.c__Negativicutes.o__Selenomonadales.f__Veillonellaceae.g__Dialister.s__Dialister_invisus"	"Antibiotics"	"Yes"	-1.97560228795098	1.2743106309165e-12	1.87118128771997e-10	"abundance"
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_uniformis"	"dysbiosis_state"	"dysbiosis_UC"	-3.25999814168584	1.78712717589589e-12	2.5421884077119e-10	"abundance"
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_dorei"	"dysbiosis_state"	"dysbiosis_CD"	-2.58752394149249	4.18196807446557e-12	5.76858141665676e-10	"abundance"
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae.g__Enterococcus.s__Enterococcus_faecalis"	"dysbiosis_state"	"dysbiosis_CD"	0.633333915998528	5.95723248321582e-12	7.97568301870541e-10	"abundance"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_3_1_46FAA"	"reads_filtered"	"reads_filtered"	0.508897642666088	8.12793432650383e-12	1.05709591583558e-09	"abundance"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Cellulosilyticum.s__Cellulosilyticum_lentocellum"	"dysbiosis_state"	"dysbiosis_nonIBD"	0.239374516318704	1.16189873073696e-11	1.4691563950874e-09	"abundance"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium.s__Clostridium_asparagiforme"	"reads_filtered"	"reads_filtered"	0.518920633568482	1.52560572710617e-11	1.87690737021277e-09	"abundance"
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes.s__Alistipes_shahii"	"dysbiosis_state"	"dysbiosis_CD"	-2.23907648888445	1.71271683509603e-11	2.05165448246241e-09	"abundance"
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_ovatus"	"reads_filtered"	"reads_filtered"	0.506905804597972	1.93799478653791e-11	2.18046400299558e-09	"abundance"
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__Prevotella_oralis"	"dysbiosis_state"	"dysbiosis_CD"	0.370387901325804	1.96395044206543e-11	2.18046400299558e-09	"abundance"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiales_noname.g__Flavonifractor.s__Flavonifractor_plautii"	"reads_filtered"	"reads_filtered"	0.538863855012334	1.91388029487204e-11	2.18046400299558e-09	"abundance"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Eubacterium.s__Eubacterium_rectale"	"Antibiotics"	"Yes"	-2.35145669234509	2.51702374408608e-11	2.7279743054952e-09	"abundance"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Oscillospiraceae.g__Oscillibacter.s__Oscillibacter_unclassified"	"dysbiosis_state"	"dysbiosis_UC"	-3.65248098072243	2.59777684848115e-11	2.75001865448517e-09	"abundance"
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__Prevotella_copri"	"reads_filtered"	"reads_filtered"	0.552385048663308	4.48545863282131e-11	4.53729059924502e-09	"abundance"
"k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Erysipelotrichaceae_noname.s__Erysipelotrichaceae_bacterium_21_3"	"dysbiosis_state"	"dysbiosis_nonIBD"	2.03941213759674	4.48382375137356e-11	4.53729059924502e-09	"abundance"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium.s__Clostridium_leptum"	"dysbiosis_state"	"dysbiosis_CD"	-2.2967070232523	4.82916103580377e-11	4.77876979021277e-09	"abundance"
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_caccae"	"dysbiosis_state"	"dysbiosis_CD"	-2.36482429464627	7.25293503241333e-11	7.02454473777563e-09	"abundance"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Roseburia.s__Roseburia_inulinivorans"	"Antibiotics"	"Yes"	-2.36905556221163	8.02047869054191e-11	7.60608729153058e-09	"abundance"
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_xylanisolvens"	"dysbiosis_state"	"dysbiosis_CD"	-2.20932026085126	8.68326619183392e-11	8.06657708269959e-09	"abundance"
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Carnobacteriaceae.g__Granulicatella.s__Granulicatella_unclassified"	"dysbiosis_state"	"dysbiosis_CD"	0.717012810848918	9.94047956038252e-11	9.04981259177225e-09	"abundance"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Roseburia.s__Roseburia_hominis"	"Antibiotics"	"Yes"	-2.48759417154341	1.36005170819557e-10	1.21391281876593e-08	"abundance"
"k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Holdemania.s__Holdemania_filiformis"	"reads_filtered"	"reads_filtered"	0.483870660672136	1.86953057142895e-10	1.63655830022011e-08	"abundance"
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_fragilis"	"dysbiosis_state"	"dysbiosis_UC"	-3.74122559797743	2.10850949414148e-10	1.81093117308151e-08	"abundance"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Roseburia.s__Roseburia_intestinalis"	"Antibiotics"	"Yes"	-2.86477212019495	2.64565398806646e-10	2.23018832475529e-08	"abundance"
"k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Bilophila.s__Bilophila_unclassified"	"dysbiosis_state"	"dysbiosis_CD"	-1.98945221094134	2.72918587692014e-10	2.25877347486191e-08	"abundance"
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae"	"dysbiosis_state"	"dysbiosis_CD"	0.904979296537068	3.01480959940517e-10	2.45060951723077e-08	"abundance"
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Parabacteroides.s__Parabacteroides_merdae"	"reads_filtered"	"reads_filtered"	0.458458827917363	3.49847017646612e-10	2.79386600759189e-08	"abundance"
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae.g__Enterococcus.s__Enterococcus_hirae"	"dysbiosis_state"	"dysbiosis_CD"	0.209160366124945	5.7322905048563e-10	4.49885972036308e-08	"abundance"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Roseburia.s__Roseburia_hominis"	"reads_filtered"	"reads_filtered"	0.66441522787378	6.30416913906111e-10	4.86382676627223e-08	"abundance"
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_vulgatus"	"dysbiosis_state"	"dysbiosis_UC"	-2.69827785392597	6.54257980234956e-10	4.9636372100492e-08	"abundance"
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae.g__Enterococcus.s__Enterococcus_gallinarum"	"dysbiosis_state"	"dysbiosis_CD"	0.198115514017134	2.39577429140858e-09	1.78779747122817e-07	"abundance"
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_xylanisolvens"	"dysbiosis_state"	"dysbiosis_UC"	-2.47412150897583	3.72170358796905e-09	2.73245076329599e-07	"abundance"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Dorea.s__Dorea_formicigenerans"	"dysbiosis_state"	"dysbiosis_CD"	-1.99210306187591	4.50613599384579e-09	3.25586207047397e-07	"abundance"
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes.s__Alistipes_senegalensis"	"reads_filtered"	"reads_filtered"	0.259431676881056	4.74411823136712e-09	3.37425409205987e-07	"abundance"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Eubacterium.s__Eubacterium_eligens"	"dysbiosis_state"	"dysbiosis_CD"	-2.54773393086717	4.99484837454307e-09	3.49793073860309e-07	"abundance"
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_faecis"	"dysbiosis_state"	"dysbiosis_CD"	-1.45221035305863	5.49287928327935e-09	3.78842219658903e-07	"abundance"
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__Prevotella_amnii"	"dysbiosis_state"	"dysbiosis_nonIBD"	0.0231928663602543	6.8475657259164e-09	4.6522565946823e-07	"abundance"
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Bacillus.s__Bacillus_sp_AP8"	"dysbiosis_state"	"dysbiosis_nonIBD"	0.0231312845132807	7.47790531729916e-09	4.93325001218242e-07	"abundance"
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__Yersinia.s__Yersinia_unclassified"	"dysbiosis_state"	"dysbiosis_nonIBD"	0.0231312845116879	7.47790533481079e-09	4.93325001218242e-07	"abundance"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium.s__Clostridium_bolteae"	"reads_filtered"	"reads_filtered"	0.569357898041654	7.67569814114872e-09	4.99139684835842e-07	"abundance"
"k__Viruses.p__Viruses_noname.c__Viruses_noname.o__Viruses_noname.f__Adenoviridae.g__Mastadenovirus.s__Human_adenovirus_B"	"dysbiosis_state"	"dysbiosis_nonIBD"	0.0230889787596191	7.92483191608146e-09	5.0808218143666e-07	"abundance"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Eubacterium.s__Eubacterium_hallii"	"dysbiosis_state"	"dysbiosis_UC"	-2.72766367705002	1.01672102852391e-08	6.42793628033452e-07	"abundance"
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_thetaiotaomicron"	"reads_filtered"	"reads_filtered"	0.449416373204891	1.15354776992584e-08	7.19308143657869e-07	"abundance"
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_eggerthii"	"reads_filtered"	"reads_filtered"	0.326172680178432	1.39213051555754e-08	8.44930414242387e-07	"abundance"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Anaerotruncus.s__Anaerotruncus_colihominis"	"dysbiosis_state"	"dysbiosis_nonIBD"	-3.20578923934055	1.38009202022354e-08	8.44930414242387e-07	"abundance"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Dorea.s__Dorea_longicatena"	"dysbiosis_state"	"dysbiosis_CD"	-1.96103093662795	1.45882749522648e-08	8.67050563814687e-07	"abundance"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_3_1_46FAA"	"dysbiosis_state"	"dysbiosis_CD"	-1.89290760807155	1.46667164792906e-08	8.67050563814687e-07	"abundance"
"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__Bifidobacterium.s__Bifidobacterium_pseudolongum"	"dysbiosis_state"	"dysbiosis_UC"	0.231277840361966	1.80112932140097e-08	1.05112059884836e-06	"abundance"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_3_1_46FAA"	"dysbiosis_state"	"dysbiosis_UC"	-2.31789063922152	2.26357131045859e-08	1.30427551964652e-06	"abundance"
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes.s__Alistipes_finegoldii"	"dysbiosis_state"	"dysbiosis_CD"	-1.49064231526242	2.40414265103161e-08	1.36795716843699e-06	"abundance"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Roseburia.s__Roseburia_hominis"	"dysbiosis_state"	"dysbiosis_nonIBD"	-4.6518827619666	4.00217612696633e-08	2.24912416419145e-06	"abundance"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Oscillospiraceae.g__Oscillibacter.s__Oscillibacter_unclassified"	"reads_filtered"	"reads_filtered"	0.538208473274743	4.10488539586879e-08	2.27871199048716e-06	"abundance"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Butyrivibrio.s__Butyrivibrio_crossotus"	"dysbiosis_state"	"dysbiosis_nonIBD"	-0.950396969977836	5.58932572950435e-08	3.06537478562696e-06	"abundance"
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__Providencia.s__Providencia_unclassified"	"dysbiosis_state"	"dysbiosis_CD"	0.0853527353100282	9.75467859802308e-08	5.28610678311917e-06	"abundance"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Roseburia.s__Roseburia_hominis"	"dysbiosis_state"	"dysbiosis_UC"	-3.18219766399751	1.05102542816581e-07	5.62855029295383e-06	"abundance"
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__Klebsiella.s__Klebsiella_oxytoca"	"dysbiosis_state"	"dysbiosis_CD"	0.9258434491142	1.07139717733123e-07	5.67093017582761e-06	"abundance"
"k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Burkholderiales_noname.g__Burkholderiales_noname.s__Burkholderiales_bacterium_1_1_47"	"reads_filtered"	"reads_filtered"	0.356898786414123	1.14391623454378e-07	5.98518011453254e-06	"abundance"
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_sp_3_1_19"	"dysbiosis_state"	"dysbiosis_CD"	-0.0648021771798081	1.34940769962758e-07	6.98011800989173e-06	"abundance"
"k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Neisseriales.f__Neisseriaceae.g__Eikenella.s__Eikenella_corrodens"	"Antibiotics"	"Yes"	0.42121243385763	1.47536008774066e-07	7.54588665100615e-06	"abundance"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Roseburia.s__Roseburia_inulinivorans"	"reads_filtered"	"reads_filtered"	0.529303392773576	1.54619624756947e-07	7.82031702104023e-06	"abundance"
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_faecis"	"reads_filtered"	"reads_filtered"	0.283313592682737	1.71509997998407e-07	8.57926935042579e-06	"abundance"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Coprococcus.s__Coprococcus_comes"	"dysbiosis_state"	"dysbiosis_CD"	-1.66825140903971	1.9406190959298e-07	9.60184578768746e-06	"abundance"
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_pasteurianus"	"dysbiosis_state"	"dysbiosis_CD"	0.242005560609313	2.05679465182399e-07	1.0067235758175e-05	"abundance"
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_caccae"	"reads_filtered"	"reads_filtered"	0.410367033677049	2.19992647901471e-07	1.05917091422213e-05	"abundance"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcaceae_noname.s__Ruminococcaceae_bacterium_D16"	"reads_filtered"	"reads_filtered"	0.299541956863162	2.21048411360067e-07	1.05917091422213e-05	"abundance"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_5_1_63FAA"	"Antibiotics"	"Yes"	-1.43771244397549	3.16533234093435e-07	1.50089508499304e-05	"abundance"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Anaerostipes.s__Anaerostipes_hadrus"	"dysbiosis_state"	"dysbiosis_CD"	-1.74051409212825	3.93505235318959e-07	1.8401621624841e-05	"abundance"
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__Morganella.s__Morganella_morganii"	"dysbiosis_state"	"dysbiosis_CD"	0.665545823190408	3.96168479620918e-07	1.8401621624841e-05	"abundance"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia.s__Ruminococcus_obeum"	"dysbiosis_state"	"dysbiosis_UC"	-2.03134197957344	4.28871586660536e-07	1.97194289139269e-05	"abundance"
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_clarus"	"reads_filtered"	"reads_filtered"	0.122718460604167	4.56225435039003e-07	2.07673818029754e-05	"abundance"
"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Coriobacteriales.f__Coriobacteriaceae.g__Collinsella.s__Collinsella_aerofaciens"	"dysbiosis_state"	"dysbiosis_CD"	-1.58335746815352	4.68218263920119e-07	2.11022726471721e-05	"abundance"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium.s__Clostridium_hathewayi"	"reads_filtered"	"reads_filtered"	0.489204102580833	4.99759019562271e-07	2.23029711475241e-05	"abundance"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia.s__Ruminococcus_torques"	"dysbiosis_state"	"dysbiosis_UC"	-1.46421200752688	5.19921769496042e-07	2.29775135412231e-05	"abundance"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium.s__Clostridium_asparagiforme"	"dysbiosis_state"	"dysbiosis_UC"	-2.14521206487799	5.3600126478751e-07	2.34603630510841e-05	"abundance"
