"feature"	"metadata"	"value"	"coef"	"pval"	"qval"	"association"
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__GGB28262.s__GGB28262_SGB40814.t__SGB40814"	"reads_filtered"	"reads_filtered"	0.227271504812689	2.03490607391017e-18	1.97877658137148e-15	"abundance"
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Enterobacteriaceae.g__Phytobacter.s__Phytobacter_massiliensis.t__SGB31141"	"dysbiosis_state"	"dysbiosis_nonIBD"	0.871521365030619	1.41058471437914e-17	1.26616254093001e-14	"abundance"
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_thetaiotaomicron.t__SGB1861"	"dysbiosis_state"	"dysbiosis_CD"	-4.96454628316478	2.77393667398024e-17	2.31207621776253e-14	"abundance"
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_clarus.t__SGB1832"	"reads_filtered"	"reads_filtered"	0.284303225297731	5.50177133409103e-17	4.26353601161326e-14	"abundance"
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Morganellaceae.g__Proteus.s__Proteus_penneri.t__SGB9995"	"dysbiosis_state"	"dysbiosis_CD"	0.983576876153886	5.84596590845936e-17	4.26353601161326e-14	"abundance"
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__GGB1364.s__GGB1364_SGB1833.t__SGB1833"	"reads_filtered"	"reads_filtered"	0.143784003731916	7.32275389980458e-17	5.02642442687174e-14	"abundance"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Eubacteriales.f__Oscillospiraceae.g__Dysosmobacter.s__Dysosmobacter_welbionis.t__SGB15078"	"dysbiosis_state"	"dysbiosis_CD"	-5.49496787347165	2.69116756414915e-16	1.74462412811425e-13	"abundance"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Eubacteriales.f__Lachnospiraceae.g__Robinsoniella.s__Robinsoniella_peoriensis.t__SGB4519"	"dysbiosis_state"	"dysbiosis_nonIBD"	0.738467197812762	3.08898472326054e-16	1.89712435451196e-13	"abundance"
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_eggerthii.t__SGB1829"	"reads_filtered"	"reads_filtered"	0.705565673406289	9.12500685356887e-16	5.32398524871475e-13	"abundance"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Eubacteriales.f__Eubacteriaceae.g__Anaerofustis.s__Anaerofustis_stercorihominis.t__SGB4116"	"dysbiosis_state"	"dysbiosis_UC"	0.163832782493342	2.34893597679004e-15	1.30522542443633e-12	"abundance"
"k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Massilicoli.s__Massilicoli_timonensis.t__SGB4026"	"dysbiosis_state"	"dysbiosis_nonIBD"	-2.41199302995546	3.59364328362659e-15	1.90610106711994e-12	"abundance"
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Tannerellaceae.g__Parabacteroides.s__Parabacteroides_distasonis.t__SGB1934"	"dysbiosis_state"	"dysbiosis_CD"	-4.5753952578106	7.28559518499925e-15	3.69633087885896e-12	"abundance"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Eubacteriales.f__Lachnospiraceae.g__Anaerostipes.s__Anaerostipes_sp_992a.t__SGB4685"	"dysbiosis_state"	"dysbiosis_nonIBD"	0.228300045815318	1.51203827006004e-14	7.35165607222111e-12	"abundance"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Eubacteriales.f__Lachnospiraceae.g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_2_1_46FAA.t__SGB4549"	"dysbiosis_state"	"dysbiosis_nonIBD"	0.724351749726127	1.70855917815034e-14	7.97487081993455e-12	"abundance"
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__GGB9677.s__GGB9677_SGB53522.t__SGB53522"	"dysbiosis_state"	"dysbiosis_nonIBD"	0.685426813243621	2.47252547370397e-14	1.10968845202506e-11	"abundance"
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_xylanisolvens.t__SGB1867"	"dysbiosis_state"	"dysbiosis_CD"	-4.27038347802131	3.60902169066129e-14	1.5597657077158e-11	"abundance"
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__GGB9593.s__GGB9593_SGB15015.t__SGB15015"	"dysbiosis_state"	"dysbiosis_nonIBD"	1.15103536129819	5.50007351036141e-14	2.29215563544312e-11	"abundance"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Eubacteriales.f__Lachnospiraceae.g__Murimonas.s__Murimonas_intestini.t__SGB25538"	"dysbiosis_state"	"dysbiosis_UC"	0.901510146241682	1.13820342642737e-13	4.57989509757965e-11	"abundance"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Eubacteriales.f__Clostridiaceae.g__Clostridium.s__Clostridium_neonatale.t__SGB6169"	"dysbiosis_state"	"dysbiosis_CD"	1.75270237920515	2.5994629536467e-13	1.01110444020345e-10	"abundance"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Eubacteriales.f__Lachnospiraceae.g__Lachnospiraceae_unclassified.s__Eubacterium_rectale.t__SGB4933"	"dysbiosis_state"	"dysbiosis_nonIBD"	-7.238901915796	3.84966878798708e-13	1.44908984151681e-10	"abundance"
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Enterobacteriaceae.g__Citrobacter.s__Citrobacter_sp_RHBSTW_00671.t__SGB58199"	"dysbiosis_state"	"dysbiosis_nonIBD"	1.40360443503787	8.07904754204939e-13	2.94607518025545e-10	"abundance"
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_ovatus.t__SGB1871"	"dysbiosis_state"	"dysbiosis_CD"	-4.05234044988091	9.36907559904079e-13	3.31296191409718e-10	"abundance"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Eubacteriales.f__Peptostreptococcaceae.g__Terrisporobacter.s__Terrisporobacter_othiniensis.t__SGB6142"	"dysbiosis_state"	"dysbiosis_CD"	0.527238747291435	1.2074081713453e-12	4.14389586806715e-10	"abundance"
"k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Desulfovibrio.s__Desulfovibrio_fairfieldensis.t__SGB15470"	"dysbiosis_state"	"dysbiosis_CD"	-0.299293614143	1.84362493785304e-12	6.14664554280204e-10	"abundance"
"k__Bacteria.p__Firmicutes.c__CFGB76347.o__OFGB76347.f__FGB76347.g__GGB42689.s__GGB42689_SGB59892.t__SGB59892"	"dysbiosis_state"	"dysbiosis_UC"	0.728827157619237	3.83633583110453e-12	1.24350563369886e-09	"abundance"
"k__Bacteria.p__Firmicutes.c__CFGB1226.o__OFGB1226.f__FGB1226.g__GGB2996.s__GGB2996_SGB3983.t__SGB3983"	"dysbiosis_state"	"dysbiosis_nonIBD"	0.0829413402175056	3.97527056936668e-12	1.25371438578216e-09	"abundance"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Eubacteriales.f__Lachnospiraceae.g__Mediterraneibacter.s__Mediterraneibacter_catenae.t__SGB4599"	"dysbiosis_state"	"dysbiosis_nonIBD"	0.318357451238612	7.89690116875795e-12	2.42497209837464e-09	"abundance"
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae.g__Enterococcus.s__Enterococcus_faecium.t__SGB7967"	"dysbiosis_state"	"dysbiosis_CD"	0.643458581415057	1.24681143657533e-11	3.73052375728141e-09	"abundance"
"k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Longicatena.s__Longicatena_caecimuris.t__SGB4041"	"dysbiosis_state"	"dysbiosis_nonIBD"	-4.07039828805909	1.79672267596664e-11	5.18562724506919e-09	"abundance"
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae.g__Enterococcus.s__Enterococcus_faecalis.t__SGB7962"	"dysbiosis_state"	"dysbiosis_CD"	0.507315715402595	1.82201317206133e-11	5.18562724506919e-09	"abundance"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Eubacteriales.f__Oscillospiraceae.g__Pseudoflavonifractor.s__Pseudoflavonifractor_sp_Marseille_P3106.t__SGB15142"	"dysbiosis_state"	"dysbiosis_UC"	-1.42058846394408	2.60962878612987e-11	7.081804257058e-09	"abundance"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Eubacteriales.f__Lachnospiraceae.g__Lacrimispora.s__Lacrimispora_saccharolytica.t__SGB4877"	"dysbiosis_state"	"dysbiosis_UC"	-1.02332999125277	2.60538388805788e-11	7.081804257058e-09	"abundance"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridia_unclassified.f__Clostridia_unclassified.g__Candidatus_Gallimonas.s__Candidatus_Gallimonas_merdigallinarum.t__SGB59507"	"Antibiotics"	"Yes"	-0.191754734116737	2.74902323989409e-11	7.29053458780094e-09	"abundance"
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_caccae.t__SGB1877"	"dysbiosis_state"	"dysbiosis_CD"	-3.54751190767697	2.93151385112427e-11	7.60174113972647e-09	"abundance"
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Phocaeicola.s__Phocaeicola_dorei.t__SGB1815"	"reads_filtered"	"reads_filtered"	0.671393027794337	4.28747246383453e-11	1.08761991696707e-08	"abundance"
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Weissella.s__Weissella_cibaria.t__SGB7114"	"dysbiosis_state"	"dysbiosis_nonIBD"	0.153867058943217	4.61332754452483e-11	1.14538125780979e-08	"abundance"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Eubacteriales.f__Oscillospiraceae.g__Oscillospiraceae_unclassified.s__Eubacterium_siraeum.t__SGB4198"	"dysbiosis_state"	"dysbiosis_CD"	-4.44189083297664	1.21464707693162e-10	2.95285765431563e-08	"abundance"
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_faecis.t__SGB1860"	"reads_filtered"	"reads_filtered"	0.440286290965038	1.27489896823522e-10	3.03608082864016e-08	"abundance"
"k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Neisseriales.f__Neisseriaceae.g__Eikenella.s__Eikenella_corrodens.t__SGB9434_group"	"dysbiosis_state"	"dysbiosis_CD"	0.411030436060869	1.43196468607384e-10	3.34191918435912e-08	"abundance"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridia_unclassified.f__Clostridia_unclassified.g__Candidatus_Heritagella.s__Candidatus_Heritagella_gallinarum.t__SGB63347"	"dysbiosis_state"	"dysbiosis_nonIBD"	0.163499710430574	1.78448661948265e-10	4.08297536524373e-08	"abundance"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Eubacteriales.f__Clostridiaceae.g__Clostridium.s__Clostridium_perfringens.t__SGB6191"	"dysbiosis_state"	"dysbiosis_CD"	0.302481384779696	1.84539462191171e-10	4.1411365082861e-08	"abundance"
"k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Burkholderiales_unclassified.g__Piscinibacter.s__Piscinibacter_SGB44477.t__SGB44477"	"dysbiosis_state"	"dysbiosis_UC"	0.0393070802485471	1.99366210242018e-10	4.38944208927189e-08	"abundance"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Eubacteriales.f__Lachnospiraceae.g__Anaerostipes.s__Anaerostipes_hominis.t__SGB4530"	"dysbiosis_state"	"dysbiosis_CD"	1.41007924873227	2.08843482232766e-10	4.51295295217434e-08	"abundance"
"k__Bacteria.p__Candidatus_Melainabacteria.c__CFGB2107.o__OFGB2107.f__FGB2107.g__GGB5997.s__GGB5997_SGB8620.t__SGB8620"	"dysbiosis_state"	"dysbiosis_CD"	-0.587880618855817	2.29115611306135e-10	4.86100012423871e-08	"abundance"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Eubacteriales.f__Lachnospiraceae.g__Frisingicoccus.s__Frisingicoccus_SGB4673.t__SGB4673"	"dysbiosis_state"	"dysbiosis_CD"	-0.601725629617533	2.51587209594443e-10	5.24244847992421e-08	"abundance"
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Enterobacteriaceae.g__Citrobacter.s__Citrobacter_telavivensis.t__SGB58550"	"dysbiosis_state"	"dysbiosis_nonIBD"	0.546771210374967	2.68743191722454e-10	5.50169176177074e-08	"abundance"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Eubacteriales.f__Oscillospiraceae.g__Pseudoflavonifractor.s__Pseudoflavonifractor_gallinarum.t__SGB29328"	"reads_filtered"	"reads_filtered"	0.403681197965914	3.11659287500593e-10	6.27026245835244e-08	"abundance"
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Phocaeicola.s__Phocaeicola_vulgatus.t__SGB1814"	"dysbiosis_state"	"dysbiosis_UC"	-3.89893129788705	5.06318752079827e-10	1.00139551152873e-07	"abundance"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Eubacteriales.f__Clostridiaceae.g__Clostridium.s__Clostridium_fessum.t__SGB4705"	"dysbiosis_state"	"dysbiosis_CD"	-3.76483492309408	7.53103768733008e-10	1.46466131289091e-07	"abundance"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Eubacteriales.f__Lachnospiraceae.g__Lachnospiraceae_unclassified.s__Eubacterium_rectale.t__SGB4933"	"dysbiosis_state"	"dysbiosis_CD"	-4.58717709647386	7.9196058347557e-10	1.51498164730761e-07	"abundance"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Eubacteriales.f__Lachnospiraceae.g__Blautia.s__Blautia_wexlerae.t__SGB4837"	"dysbiosis_state"	"dysbiosis_UC"	-4.59288465772475	8.1233349645516e-10	1.52889025324762e-07	"abundance"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Eubacteriales.f__Oscillospiraceae.g__Flavonifractor.s__Flavonifractor_plautii.t__SGB15132"	"dysbiosis_state"	"dysbiosis_CD"	-3.80549332386044	8.37192576699249e-10	1.55066669484183e-07	"abundance"
"k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Collinsella.s__Collinsella_intestinalis.t__SGB14741"	"dysbiosis_state"	"dysbiosis_UC"	-1.44271730571806	8.76615960397167e-10	1.5983174440429e-07	"abundance"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Eubacteriales.f__Clostridiaceae.g__Clostridium.s__Clostridium_cuniculi.t__SGB29095"	"dysbiosis_state"	"dysbiosis_UC"	0.188478523491715	1.02616935007095e-09	1.84221079168891e-07	"abundance"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Eubacteriales.f__Lachnospiraceae.g__Dorea.s__Dorea_longicatena.t__SGB4582"	"dysbiosis_state"	"dysbiosis_CD"	-3.63513798997318	1.11263774890308e-09	1.96717725635607e-07	"abundance"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Eubacteriales.f__Clostridiaceae.g__Clostridium.s__Clostridium_sp_12_A.t__SGB4730"	"dysbiosis_state"	"dysbiosis_nonIBD"	0.0545926409246255	1.27906456880916e-09	2.2276723064827e-07	"abundance"
"k__Bacteria.p__Firmicutes.c__CFGB13380.o__OFGB13380.f__FGB13380.g__GGB4707.s__GGB4707_SGB6517.t__SGB6517"	"dysbiosis_state"	"dysbiosis_nonIBD"	0.10234653850486	1.32557120842785e-09	2.27471918105068e-07	"abundance"
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_fluxus.t__SGB1835"	"reads_filtered"	"reads_filtered"	0.15473742650153	1.37219131012291e-09	2.32059426055423e-07	"abundance"
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae.g__Enterococcus.s__Enterococcus_avium.t__SGB7931"	"dysbiosis_state"	"dysbiosis_CD"	0.31345927357612	4.48862930192289e-09	7.48254504630546e-07	"abundance"
"k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Erysipelatoclostridium.s__Erysipelatoclostridium_sp_An15.t__SGB6746"	"dysbiosis_state"	"dysbiosis_UC"	-1.56407419309105	4.63072975443559e-09	7.52044938473686e-07	"abundance"
"k__Bacteria.p__Bacteroidetes.c__Sphingobacteriia.o__Sphingobacteriales.f__Sphingobacteriaceae.g__GGB9696.s__GGB9696_SGB15212.t__SGB15212"	"dysbiosis_state"	"dysbiosis_nonIBD"	0.351139045011587	4.64026356758123e-09	7.52044938473686e-07	"abundance"
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Bacillus.s__Bacillus_sp_AP8.t__SGB30210"	"dysbiosis_state"	"dysbiosis_nonIBD"	0.362603932349513	5.30428420988557e-09	8.47886197878832e-07	"abundance"
"k__Bacteria.p__Firmicutes.c__CFGB13380.o__OFGB13380.f__FGB13380.g__GGB4711.s__GGB4711_SGB6524.t__SGB6524"	"Antibiotics"	"Yes"	-0.433894792037585	5.48008215924483e-09	8.64149712381459e-07	"abundance"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Eubacteriales.f__Oscillospiraceae.g__Faecalibacterium.s__Faecalibacterium_prausnitzii.t__SGB15332"	"dysbiosis_state"	"dysbiosis_CD"	-2.88922179333999	6.2549173945985e-09	9.73181747700932e-07	"abundance"
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__Prevotella_copri_clade_A.t__SGB1626"	"reads_filtered"	"reads_filtered"	0.570440577268229	7.32698123339141e-09	1.124980842269e-06	"abundance"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Eubacteriales.f__Eubacteriales_unclassified.g__Intestinimonas.s__Intestinimonas_SGB15130.t__SGB15130"	"dysbiosis_state"	"dysbiosis_CD"	0.499608488209215	7.48038882848355e-09	1.13361892518928e-06	"abundance"
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_sp_L10_4.t__SGB27790"	"reads_filtered"	"reads_filtered"	0.0414159635762662	7.78005473770264e-09	1.14918302195256e-06	"abundance"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Eubacteriales.f__Lachnospiraceae.g__Lachnospira.s__Lachnospira_pectinoschiza.t__SGB5075"	"dysbiosis_state"	"dysbiosis_CD"	-4.40734908590188	7.72331322667951e-09	1.14918302195256e-06	"abundance"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Eubacteriales.f__Clostridiaceae.g__GGB3176.s__GGB3176_SGB4194.t__SGB4194"	"dysbiosis_state"	"dysbiosis_nonIBD"	0.266340907302569	8.18485069993285e-09	1.19386278521896e-06	"abundance"
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae.g__Enterococcus.s__Enterococcus_gallinarum.t__SGB7951"	"dysbiosis_state"	"dysbiosis_CD"	0.634893231571106	9.10719630580545e-09	1.31199844064745e-06	"abundance"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Eubacteriales.f__Lachnospiraceae.g__Extibacter.s__Extibacter_muris.t__SGB4633"	"dysbiosis_state"	"dysbiosis_nonIBD"	0.200482817643598	9.7619447848866e-09	1.38917236213222e-06	"abundance"
"k__Bacteria.p__Firmicutes.c__CFGB76238.o__OFGB76238.f__FGB76238.g__GGB3478.s__GGB3478_SGB14857.t__SGB14857"	"Antibiotics"	"Yes"	0.322003413461161	1.21774892419783e-08	1.71203761403187e-06	"abundance"
"k__Bacteria.p__Firmicutes.c__CFGB76352.o__OFGB76352.f__FGB76352.g__GGB4571.s__GGB4571_SGB6320.t__SGB6320"	"dysbiosis_state"	"dysbiosis_UC"	-0.556222769606225	1.29862984616532e-08	1.80401329463132e-06	"abundance"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Eubacteriales.f__Oscillospiraceae.g__Faecalibacterium.s__Faecalibacterium_prausnitzii.t__SGB15342"	"dysbiosis_state"	"dysbiosis_CD"	-3.92146024267438	1.39609913993695e-08	1.89431172836328e-06	"abundance"
"k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Longibaculum.s__Longibaculum_muris.t__SGB6769"	"dysbiosis_state"	"dysbiosis_nonIBD"	-1.89614005605909	1.38633711412636e-08	1.89431172836328e-06	"abundance"
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_SGB14888.t__SGB14888"	"dysbiosis_state"	"dysbiosis_CD"	-1.63676259796358	1.47092690695947e-08	1.97290184796667e-06	"abundance"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Eubacteriales.f__Lachnospiraceae.g__Roseburia.s__Roseburia_intestinalis.t__SGB4951"	"Antibiotics"	"Yes"	-3.24053989754896	1.73178262125976e-08	2.29638311448638e-06	"abundance"
"k__Bacteria.p__Firmicutes.c__CFGB9660.o__OFGB9660.f__FGB9660.g__GGB29004.s__GGB29004_SGB41720.t__SGB41720"	"dysbiosis_state"	"dysbiosis_nonIBD"	0.242925555015689	2.00506671782205e-08	2.62889028429949e-06	"abundance"
"k__Bacteria.p__Proteobacteria.c__CFGB2830.o__OFGB2830.f__FGB2830.g__GGB6569.s__GGB6569_SGB9281.t__SGB9281"	"dysbiosis_state"	"dysbiosis_nonIBD"	-0.348760216801918	2.78435985643292e-08	3.61007724052397e-06	"abundance"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Eubacteriales.f__Eubacteriales_unclassified.g__Gemmiger.s__Gemmiger_formicilis.t__SGB15305"	"dysbiosis_state"	"dysbiosis_CD"	0.416030396588713	2.88426010830641e-08	3.69850892349753e-06	"abundance"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Eubacteriales.f__Clostridiaceae.g__Hungatella.s__Hungatella_hathewayi.t__SGB4742"	"dysbiosis_state"	"dysbiosis_CD"	-3.0902704080231	4.86168540076093e-08	6.16641379798687e-06	"abundance"
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_ovatus.t__SGB1871"	"reads_filtered"	"reads_filtered"	0.484503402538376	5.3148270113422e-08	6.66867918229593e-06	"abundance"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Eubacteriales.f__Lachnospiraceae.g__Cellulosilyticum.s__Cellulosilyticum_lentocellum.t__SGB6079"	"dysbiosis_state"	"dysbiosis_nonIBD"	0.201754396654267	6.17647357567362e-08	7.66736916537611e-06	"abundance"
"k__Bacteria.p__Firmicutes.c__Negativicutes.o__Veillonellales.f__Veillonellaceae.g__Veillonella.s__Veillonella_seminalis.t__SGB6923"	"dysbiosis_state"	"dysbiosis_CD"	0.134504146793399	6.30049075255553e-08	7.73899227279689e-06	"abundance"
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Odoribacteraceae.g__Butyricimonas.s__Butyricimonas_faecihominis.t__SGB1786"	"Antibiotics"	"Yes"	-0.621762550116562	7.46668799107158e-08	9.07591480914732e-06	"abundance"
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Enterobacteriaceae.g__Escherichia.s__Escherichia_marmotae.t__SGB10064"	"dysbiosis_state"	"dysbiosis_CD"	1.07422669368783	8.02926785722235e-08	9.6591264562812e-06	"abundance"
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_uniformis.t__SGB1836"	"dysbiosis_state"	"dysbiosis_UC"	-3.456344567856	8.9397532559424e-08	1.06446919126114e-05	"abundance"
