"feature"	"metadata"	"effect_size"	"pval"	"qval"	"error"	"associations"
"D_0__Bacteria.D_1__Actinobacteria.D_2__Coriobacteriia.D_3__Coriobacteriales.D_4__Eggerthellaceae.D_5__Gordonibacter"	"Day"	NA	1	1	"sensitivity failed"	"abundance"
"D_0__Bacteria.D_1__Actinobacteria.D_2__Coriobacteriia.D_3__Coriobacteriales.D_4__Eggerthellaceae.D_5__Gordonibacter"	"DietKeto"	1.73628345714648	0.00051157903229862	0.00322863211495129	"sensitivity failed"	"abundance"
"D_0__Bacteria.D_1__Actinobacteria.D_2__Coriobacteriia.D_3__Coriobacteriales.D_4__Eggerthellaceae.D_5__Parvibacter"	"Day"	NA	1	1	"sensitivity failed"	"abundance"
"D_0__Bacteria.D_1__Actinobacteria.D_2__Coriobacteriia.D_3__Coriobacteriales.D_4__Eggerthellaceae.D_5__Parvibacter"	"DietKeto"	NA	1	1	NA	"abundance"
"D_0__Bacteria.D_1__Actinobacteria.D_2__Thermoleophilia.D_3__Solirubrobacterales.__.__"	"Day"	NA	1	1	"sensitivity failed"	"abundance"
"D_0__Bacteria.D_1__Actinobacteria.D_2__Thermoleophilia.D_3__Solirubrobacterales.__.__"	"DietKeto"	NA	1	1	"sensitivity failed"	"abundance"
"D_0__Bacteria.D_1__Bacteroidetes.D_2__Bacteroidia.D_3__Bacteroidales.D_4__Bacteroidaceae.D_5__Bacteroides"	"Day"	0.61866558240718	0.00013501802559876	0.0013049311977616	NA	"abundance"
"D_0__Bacteria.D_1__Bacteroidetes.D_2__Bacteroidia.D_3__Bacteroidales.D_4__Bacteroidaceae.D_5__Bacteroides"	"DietKeto"	0.140069233942547	0.583812097030286	1	NA	"abundance"
"D_0__Bacteria.D_1__Bacteroidetes.D_2__Bacteroidia.D_3__Bacteroidales.D_4__Marinifilaceae.D_5__Butyricimonas"	"Day"	0.629273910413983	0.000363720357253825	0.00251942881609967	NA	"abundance"
"D_0__Bacteria.D_1__Bacteroidetes.D_2__Bacteroidia.D_3__Bacteroidales.D_4__Marinifilaceae.D_5__Butyricimonas"	"DietKeto"	-0.53767465815149	0.0715263801000444	0.182103018282312	"sensitivity failed"	"abundance"
"D_0__Bacteria.D_1__Bacteroidetes.D_2__Bacteroidia.D_3__Bacteroidales.D_4__Muribaculaceae.__"	"Day"	-0.422166940770067	0.0401297987475869	0.110649153828298	"sensitivity failed"	"abundance"
"D_0__Bacteria.D_1__Bacteroidetes.D_2__Bacteroidia.D_3__Bacteroidales.D_4__Muribaculaceae.__"	"DietKeto"	0.174853887487744	0.591351429033302	1	NA	"abundance"
"D_0__Bacteria.D_1__Bacteroidetes.D_2__Bacteroidia.D_3__Bacteroidales.D_4__Muribaculaceae.D_5__Gram.negative.bacterium.cTPY.13"	"Day"	-0.564109201977975	0.0130056605188169	0.0461700948417999	NA	"abundance"
"D_0__Bacteria.D_1__Bacteroidetes.D_2__Bacteroidia.D_3__Bacteroidales.D_4__Muribaculaceae.D_5__Gram.negative.bacterium.cTPY.13"	"DietKeto"	-0.0952708942458601	0.808316572971618	1	"sensitivity failed"	"abundance"
"D_0__Bacteria.D_1__Bacteroidetes.D_2__Bacteroidia.D_3__Bacteroidales.D_4__Muribaculaceae.D_5__uncultured.bacterium"	"Day"	-0.0260030746033138	0.862107569458412	1	NA	"abundance"
"D_0__Bacteria.D_1__Bacteroidetes.D_2__Bacteroidia.D_3__Bacteroidales.D_4__Muribaculaceae.D_5__uncultured.bacterium"	"DietKeto"	-0.000204352595678701	0.99930955546379	1	NA	"abundance"
"D_0__Bacteria.D_1__Bacteroidetes.D_2__Bacteroidia.D_3__Bacteroidales.D_4__Muribaculaceae.D_5__uncultured.Bacteroidales.bacterium"	"Day"	-0.478308270274435	0.00133592986878569	0.00711866136116144	NA	"abundance"
"D_0__Bacteria.D_1__Bacteroidetes.D_2__Bacteroidia.D_3__Bacteroidales.D_4__Muribaculaceae.D_5__uncultured.Bacteroidales.bacterium"	"DietKeto"	0.777366248631241	0.00569803512447691	0.0228726564444021	NA	"abundance"
"D_0__Bacteria.D_1__Bacteroidetes.D_2__Bacteroidia.D_3__Bacteroidales.D_4__Prevotellaceae.D_5__Prevotella.7"	"Day"	NA	1	1	"sensitivity failed"	"abundance"
"D_0__Bacteria.D_1__Bacteroidetes.D_2__Bacteroidia.D_3__Bacteroidales.D_4__Prevotellaceae.D_5__Prevotella.7"	"DietKeto"	NA	1	1	"sensitivity failed"	"abundance"
"D_0__Bacteria.D_1__Bacteroidetes.D_2__Bacteroidia.D_3__Bacteroidales.D_4__Prevotellaceae.D_5__Prevotellaceae.UCG.001"	"Day"	-1.50885823139205	2.40521686146456e-11	0.00000000341540794327968	"sensitivity failed"	"abundance"
"D_0__Bacteria.D_1__Bacteroidetes.D_2__Bacteroidia.D_3__Bacteroidales.D_4__Prevotellaceae.D_5__Prevotellaceae.UCG.001"	"DietKeto"	-0.214112977369025	0.485402125869036	0.90693555096583	"sensitivity failed"	"abundance"
"D_0__Bacteria.D_1__Bacteroidetes.D_2__Bacteroidia.D_3__Bacteroidales.D_4__Rikenellaceae.D_5__Alistipes"	"Day"	0.233754312789044	0.137746125557296	0.326355494797089	"sensitivity failed"	"abundance"
"D_0__Bacteria.D_1__Bacteroidetes.D_2__Bacteroidia.D_3__Bacteroidales.D_4__Rikenellaceae.D_5__Alistipes"	"DietKeto"	-0.217733830107234	0.431766527538976	0.857494362385098	NA	"abundance"
"D_0__Bacteria.D_1__Bacteroidetes.D_2__Bacteroidia.D_3__Bacteroidales.D_4__Tannerellaceae.D_5__Parabacteroides"	"Day"	0.370218649837156	0.0440147235740363	0.119049347571679	"sensitivity failed"	"abundance"
"D_0__Bacteria.D_1__Bacteroidetes.D_2__Bacteroidia.D_3__Bacteroidales.D_4__Tannerellaceae.D_5__Parabacteroides"	"DietKeto"	-1.30508693345518	0.000442989551393602	0.00299545315704245	NA	"abundance"
"D_0__Bacteria.D_1__Bacteroidetes.D_2__Bacteroidia.D_3__Sphingobacteriales.D_4__Sphingobacteriaceae.D_5__Nubsella"	"Day"	NA	1	1	"sensitivity failed"	"abundance"
"D_0__Bacteria.D_1__Bacteroidetes.D_2__Bacteroidia.D_3__Sphingobacteriales.D_4__Sphingobacteriaceae.D_5__Nubsella"	"DietKeto"	NA	1	1	"sensitivity failed"	"abundance"
"D_0__Bacteria.D_1__Bacteroidetes.D_2__Bacteroidia.D_3__Sphingobacteriales.D_4__Sphingobacteriaceae.D_5__Sphingobacterium"	"Day"	NA	1	1	"sensitivity failed"	"abundance"
"D_0__Bacteria.D_1__Bacteroidetes.D_2__Bacteroidia.D_3__Sphingobacteriales.D_4__Sphingobacteriaceae.D_5__Sphingobacterium"	"DietKeto"	NA	1	1	"sensitivity failed"	"abundance"
"D_0__Bacteria.D_1__Cyanobacteria.D_2__Melainabacteria.D_3__Gastranaerophilales.__.__"	"Day"	-0.977692651596535	0.0000000696504734176962	0.00000395614689012514	NA	"abundance"
"D_0__Bacteria.D_1__Cyanobacteria.D_2__Melainabacteria.D_3__Gastranaerophilales.__.__"	"DietKeto"	-0.447815131534181	0.0718152748155596	0.182103018282312	"sensitivity failed"	"abundance"
"D_0__Bacteria.D_1__Cyanobacteria.D_2__Melainabacteria.D_3__Gastranaerophilales.D_4__uncultured.bacterium.D_5__uncultured.bacterium"	"Day"	-0.112350809809685	0.543837390389807	0.986857436651498	"sensitivity failed"	"abundance"
"D_0__Bacteria.D_1__Cyanobacteria.D_2__Melainabacteria.D_3__Gastranaerophilales.D_4__uncultured.bacterium.D_5__uncultured.bacterium"	"DietKeto"	0.0190221031921109	0.953766586473473	1	"sensitivity failed"	"abundance"
"D_0__Bacteria.D_1__Cyanobacteria.D_2__Oxyphotobacteria.D_3__Chloroplast.__.__"	"Day"	NA	1	1	"sensitivity failed"	"abundance"
"D_0__Bacteria.D_1__Cyanobacteria.D_2__Oxyphotobacteria.D_3__Chloroplast.__.__"	"DietKeto"	NA	1	1	"sensitivity failed"	"abundance"
"D_0__Bacteria.D_1__Deferribacteres.D_2__Deferribacteres.D_3__Deferribacterales.D_4__Deferribacteraceae.D_5__Mucispirillum"	"Day"	-0.238584498728974	0.34527792088276	0.715758609713167	NA	"abundance"
"D_0__Bacteria.D_1__Deferribacteres.D_2__Deferribacteres.D_3__Deferribacterales.D_4__Deferribacteraceae.D_5__Mucispirillum"	"DietKeto"	-1.16046928172799	0.0169506342599923	0.0566350603510332	NA	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Bacilli.D_3__Bacillales.D_4__Bacillaceae.D_5__Bacillus"	"Day"	NA	1	1	"sensitivity failed"	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Bacilli.D_3__Bacillales.D_4__Bacillaceae.D_5__Bacillus"	"DietKeto"	NA	1	1	"sensitivity failed"	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Bacilli.D_3__Bacillales.D_4__Bacillaceae.D_5__Geobacillus"	"Day"	NA	1	1	"sensitivity failed"	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Bacilli.D_3__Bacillales.D_4__Bacillaceae.D_5__Geobacillus"	"DietKeto"	NA	1	1	"sensitivity failed"	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Bacilli.D_3__Bacillales.D_4__Staphylococcaceae.D_5__Staphylococcus"	"Day"	NA	1	1	"sensitivity failed"	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Bacilli.D_3__Bacillales.D_4__Staphylococcaceae.D_5__Staphylococcus"	"DietKeto"	NA	1	1	"sensitivity failed"	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Bacilli.D_3__Lactobacillales.D_4__Enterococcaceae.D_5__Enterococcus"	"Day"	1.16957496042183	0.000010128593653114	0.000192288385431661	"sensitivity failed"	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Bacilli.D_3__Lactobacillales.D_4__Enterococcaceae.D_5__Enterococcus"	"DietKeto"	1.36500190894504	0.00056258870492878	0.00332864983749528	"sensitivity failed"	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Bacilli.D_3__Lactobacillales.D_4__Lactobacillaceae.D_5__Lactobacillus"	"Day"	-0.0335019215609809	0.862888589528026	1	NA	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Bacilli.D_3__Lactobacillales.D_4__Lactobacillaceae.D_5__Lactobacillus"	"DietKeto"	-0.241080544825963	0.472147764221028	0.888013013501801	NA	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Bacilli.D_3__Lactobacillales.D_4__Leuconostocaceae.D_5__Weissella"	"Day"	NA	1	1	"sensitivity failed"	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Bacilli.D_3__Lactobacillales.D_4__Leuconostocaceae.D_5__Weissella"	"DietKeto"	NA	1	1	"sensitivity failed"	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Bacilli.D_3__Lactobacillales.D_4__Streptococcaceae.D_5__Lactococcus"	"Day"	0.393840525389924	0.0000993276830973004	0.00104478007406049	"sensitivity failed"	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Bacilli.D_3__Lactobacillales.D_4__Streptococcaceae.D_5__Lactococcus"	"DietKeto"	-0.558802077282094	0.00593064024311131	0.0233930809589391	"sensitivity failed"	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Bacilli.D_3__Lactobacillales.D_4__Streptococcaceae.D_5__Streptococcus"	"Day"	0.643476543513289	0.000876697883961545	0.00488200390284468	"sensitivity failed"	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Bacilli.D_3__Lactobacillales.D_4__Streptococcaceae.D_5__Streptococcus"	"DietKeto"	0.164221408901331	0.363075414373874	0.736524412015573	NA	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.__.__"	"Day"	1.20660078686884	0.0000085874542461363	0.000187602846607901	NA	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.__.__"	"DietKeto"	3.12219415598572	0.00000229546865174721	0.0000673159734887586	NA	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Christensenellaceae.__"	"Day"	NA	1	1	"sensitivity failed"	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Christensenellaceae.__"	"DietKeto"	NA	1	1	"sensitivity failed"	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Christensenellaceae.D_5__Christensenellaceae.R.7.group"	"Day"	-0.631450038565703	0.000150900346066829	0.00138244188009611	NA	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Christensenellaceae.D_5__Christensenellaceae.R.7.group"	"DietKeto"	0.663347459377785	0.0102852964923033	0.0379353792703134	NA	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Christensenellaceae.D_5__uncultured"	"Day"	0.432772940035408	0.00171524198264658	0.00825641903511235	"sensitivity failed"	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Christensenellaceae.D_5__uncultured"	"DietKeto"	-1.66704017068965	0.0000000134613934335158	0.0000012743452450395	"sensitivity failed"	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Clostridiaceae.1.D_5__Candidatus.Arthromitus"	"Day"	-1.42503814741287	0.00000026132921149753	0.0000106024994378998	"sensitivity failed"	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Clostridiaceae.1.D_5__Candidatus.Arthromitus"	"DietKeto"	0.786789700011062	0.085482285707828	0.211104079487158	"sensitivity failed"	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Clostridiaceae.1.D_5__Clostridium.sensu.stricto.1"	"Day"	NA	1	1	"sensitivity failed"	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Clostridiaceae.1.D_5__Clostridium.sensu.stricto.1"	"DietKeto"	0.124338509929264	0.582687700030927	1	NA	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Clostridiales.vadinBB60.group.__"	"Day"	0.41989904519028	0.0341011374153929	0.100882531520537	"sensitivity failed"	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Clostridiales.vadinBB60.group.__"	"DietKeto"	0.9429468608563	0.0106787607206267	0.0388816415981791	"sensitivity failed"	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Clostridiales.vadinBB60.group.D_5__uncultured.bacterium"	"Day"	-0.120969119500337	0.352305031850415	0.725033543808099	NA	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Clostridiales.vadinBB60.group.D_5__uncultured.bacterium"	"DietKeto"	-0.998263204459359	0.00571816411110052	0.0228726564444021	"sensitivity failed"	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Clostridiales.vadinBB60.group.D_5__uncultured.Clostridia.bacterium"	"Day"	0.314922505404949	0.0352396293316858	0.102123007451008	"sensitivity failed"	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Clostridiales.vadinBB60.group.D_5__uncultured.Clostridia.bacterium"	"DietKeto"	-0.582553392657271	0.0382523729375199	0.106506607002506	"sensitivity failed"	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Clostridiales.vadinBB60.group.D_5__uncultured.Clostridiales.bacterium"	"Day"	NA	1	1	"sensitivity failed"	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Clostridiales.vadinBB60.group.D_5__uncultured.Clostridiales.bacterium"	"DietKeto"	3.25017477747189	0.0311545296013102	0.0941264511358733	"sensitivity failed"	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Clostridiales.vadinBB60.group.D_5__uncultured.rumen.bacterium"	"Day"	NA	1	1	"sensitivity failed"	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Clostridiales.vadinBB60.group.D_5__uncultured.rumen.bacterium"	"DietKeto"	NA	1	1	"sensitivity failed"	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Eubacteriaceae.D_5__Anaerofustis"	"Day"	-0.000890635988621973	0.992866247322641	1	"sensitivity failed"	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Eubacteriaceae.D_5__Anaerofustis"	"DietKeto"	-0.140456247410515	0.42953837903	0.857494362385098	"sensitivity failed"	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Family.XIII.D_5__.Eubacterium..brachy.group"	"Day"	-0.03650095287201	0.690664442460706	1	"sensitivity failed"	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Family.XIII.D_5__.Eubacterium..brachy.group"	"DietKeto"	0.458598406445465	0.0168309424917952	0.0566350603510332	"sensitivity failed"	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Family.XIII.D_5__.Eubacterium..nodatum.group"	"Day"	-0.0101102746963332	0.937730840416084	1	"sensitivity failed"	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Family.XIII.D_5__.Eubacterium..nodatum.group"	"DietKeto"	1.07538529448866	0.000695317631319396	0.00403000423050425	"sensitivity failed"	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Family.XIII.D_5__Anaerovorax"	"Day"	0.107222481314596	0.281951049823396	0.602060888344696	NA	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Family.XIII.D_5__Anaerovorax"	"DietKeto"	0.0101823880603499	0.953758937564626	1	NA	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Family.XIII.D_5__Family.XIII.AD3011.group"	"Day"	-0.259576014997038	0.0547114468021038	0.142550925612821	"sensitivity failed"	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Family.XIII.D_5__Family.XIII.AD3011.group"	"DietKeto"	2.45369037777469	0.00053676949046867	0.0033139681585457	"sensitivity failed"	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Family.XIII.D_5__Family.XIII.UCG.001"	"Day"	-0.117403756605014	0.277176959587779	0.599044471355906	"sensitivity failed"	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Family.XIII.D_5__Family.XIII.UCG.001"	"DietKeto"	0.236653679900241	0.225310066076889	0.499906709108097	NA	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Lachnospiraceae.__"	"Day"	-0.0565485350263774	0.768011479677822	1	NA	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Lachnospiraceae.__"	"DietKeto"	0.807102211169703	0.00744777368338809	0.0282022363477629	NA	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Lachnospiraceae.D_5__.Eubacterium..ventriosum.group"	"Day"	-0.778889421592774	0.0000826746243994259	0.000939183733177478	NA	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Lachnospiraceae.D_5__.Eubacterium..ventriosum.group"	"DietKeto"	0.639742792280476	0.00566591461175387	0.0228726564444021	"sensitivity failed"	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Lachnospiraceae.D_5__.Eubacterium..xylanophilum.group"	"Day"	-0.575928507822518	0.000229837273534249	0.00186496530524934	"sensitivity failed"	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Lachnospiraceae.D_5__.Eubacterium..xylanophilum.group"	"DietKeto"	0.158663420813103	0.560308394044545	1	"sensitivity failed"	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Lachnospiraceae.D_5__.Ruminococcus..torques.group"	"Day"	NA	1	1	"sensitivity failed"	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Lachnospiraceae.D_5__.Ruminococcus..torques.group"	"DietKeto"	NA	1	1	NA	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Lachnospiraceae.D_5__A2"	"Day"	0.435210954341413	0.0370988148127516	0.106424882897186	"sensitivity failed"	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Lachnospiraceae.D_5__A2"	"DietKeto"	-0.29488033388309	0.448058469557219	0.865636771117347	NA	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Lachnospiraceae.D_5__Acetatifactor"	"Day"	-0.0274499122812234	0.873836745074253	1	NA	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Lachnospiraceae.D_5__Acetatifactor"	"DietKeto"	1.50198312510783	0.0000101560766953342	0.000192288385431661	"sensitivity failed"	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Lachnospiraceae.D_5__Acetitomaculum"	"Day"	-0.176834380427648	0.1290595327711	0.313272712025575	NA	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Lachnospiraceae.D_5__Acetitomaculum"	"DietKeto"	-0.570311298386184	0.0220105084225173	0.0694553821332767	"sensitivity failed"	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Lachnospiraceae.D_5__ASF356"	"Day"	-0.82866677076841	0.0000374943637034556	0.000477510960497153	"sensitivity failed"	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Lachnospiraceae.D_5__ASF356"	"DietKeto"	-0.166994138349138	0.591671676284636	1	"sensitivity failed"	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Lachnospiraceae.D_5__Blautia"	"Day"	0.0939021730776437	0.620759742455581	1	NA	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Lachnospiraceae.D_5__Blautia"	"DietKeto"	0.299059591771982	0.374599645693743	0.75451276153917	NA	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Lachnospiraceae.D_5__Butyrivibrio"	"Day"	NA	1	1	"sensitivity failed"	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Lachnospiraceae.D_5__Butyrivibrio"	"DietKeto"	NA	1	1	"sensitivity failed"	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Lachnospiraceae.D_5__Dorea"	"Day"	-0.175513692657869	0.135366359888394	0.325797001765287	NA	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Lachnospiraceae.D_5__Dorea"	"DietKeto"	0.783527614998872	0.00143837153392219	0.00729459849346253	NA	"abundance"
