"feature"	"metadata"	"value"	"coef"	"pval_individual"	"error"	"qval_individual"	"pval_joint"	"qval_joint"	"association"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Ruminococcaceae.D_5__Ruminococcaceae.UCG.014"	"Day"	"Day"	-1.31885822840237	7.60353561581151e-08	NA	1.03190840500299e-06	7.60353561581151e-08	9.20355753968551e-07	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Ruminococcaceae.D_5__Anaerotruncus"	"Diet"	"Keto"	-3.18805860927925	1.21027729327157e-07	NA	1.53301790481066e-06	1.21027729327157e-07	1.33767490308963e-06	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Clostridiaceae.1.D_5__Candidatus.Arthromitus"	"Day"	"Day"	-2.88325684908891	2.34413412980808e-07	NA	2.78365927914709e-06	2.34413412980808e-07	2.46134083629848e-06	"abundance"
"D_0__Bacteria.D_1__Bacteroidetes.D_2__Bacteroidia.D_3__Bacteroidales.D_4__Muribaculaceae.__"	"Day"	"Day"	-1.48747520186447	2.83617182394288e-07	NA	3.16983909734793e-06	2.83617182394288e-07	2.83617182394288e-06	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Lachnospiraceae.D_5__.Eubacterium..xylanophilum.group"	"Day"	"Day"	-1.66149936575912	2.37012424432348e-06	NA	2.37012424432348e-05	2.37012424432348e-06	2.26239132412696e-05	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Bacilli.D_3__Lactobacillales.D_4__Streptococcaceae.D_5__Lactococcus"	"Diet"	"Keto"	-2.45269711412886	1.53855785335639e-06	NA	1.62403328965396e-05	3.07711333955251e-06	2.80953826654794e-05	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Bacilli.D_3__Lactobacillales.D_4__Lactobacillaceae.D_5__Lactobacillus"	"Diet"	"Keto"	-2.17540151466877	3.25572663779341e-06	NA	3.09294030590374e-05	3.25572663779341e-06	2.84876080806924e-05	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Ruminococcaceae.D_5__Ruminococcaceae.UCG.009"	"Day"	"Day"	-1.31997471348147	4.00768593216894e-06	NA	3.62600155767666e-05	4.00768593216894e-06	3.36645618302191e-05	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Lachnospiraceae.D_5__Lachnospiraceae.FCS020.group"	"Diet"	"Keto"	-3.54326141574368	7.23139579645478e-06	NA	6.23446899931212e-05	7.23139579645478e-06	5.84074275867502e-05	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Ruminococcaceae.D_5__Anaerotruncus"	"Day"	"Day"	-1.28541192567564	8.69829658907767e-06	NA	6.88615146635316e-05	8.69829658907767e-06	6.76534179150486e-05	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Clostridiales.vadinBB60.group.D_5__uncultured.bacterium"	"Diet"	"Keto"	-3.39528642625932	7.54698878864098e-06	NA	6.23446899931212e-05	1.50939206202422e-05	0.000113204404651817	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Lachnospiraceae.D_5__Lachnoclostridium"	"Day"	"Day"	-1.51340986225924	2.75600902000671e-05	NA	0.000187014897786169	2.75600902000671e-05	0.000192920631400469	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Lachnospiraceae.D_5__Lachnospiraceae.NK4A136.group"	"Day"	"Day"	-1.31917919603513	2.75588858319113e-05	NA	0.000187014897786169	2.75588858319113e-05	0.000192920631400469	"abundance"
"D_0__Bacteria.D_1__Cyanobacteria.D_2__Melainabacteria.D_3__Gastranaerophilales.__.__"	"Day"	"Day"	-2.49511800550865	1.80090206314457e-05	NA	0.000136868556798988	3.60177169380674e-05	0.000243990985709489	"abundance"
"D_0__Bacteria.D_1__Tenericutes.D_2__Mollicutes.D_3__Mollicutes.RF39.__.__"	"Diet"	"Keto"	-3.20996656030031	1.96950319494607e-05	NA	0.000143925233476828	3.93896760046378e-05	0.000258494748780436	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Lachnospiraceae.D_5__Tyzzerella.3"	"Day"	"Day"	-2.4154072307719	4.70997850320462e-05	NA	0.000298298638536292	4.70997850320462e-05	0.000299725904749385	"abundance"
"D_0__Bacteria.D_1__Tenericutes.D_2__Mollicutes.D_3__Mollicutes.RF39.D_4__uncultured.bacterium.D_5__uncultured.bacterium"	"Day"	"Day"	-2.07399375273987	3.15989808087368e-05	NA	0.00020702780529862	6.31969631218854e-05	0.000390334183988116	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Bacilli.D_3__Lactobacillales.D_4__Lactobacillaceae.D_5__Lactobacillus"	"Day"	"Day"	-0.885287747437363	9.18310676315663e-05	NA	0.000545246964062425	9.18310676315663e-05	0.000550986405789398	"abundance"
"D_0__Bacteria.D_1__Verrucomicrobia.D_2__Verrucomicrobiae.D_3__Verrucomicrobiales.D_4__Akkermansiaceae.D_5__Akkermansia"	"Day"	"Day"	1.60599049919085	0.00010104695289937	NA	0.000581785486390314	0.00010104695289937	0.00058944055857966	"abundance"
"D_0__Bacteria.D_1__Deferribacteres.D_2__Deferribacteres.D_3__Deferribacterales.D_4__Deferribacteraceae.D_5__Mucispirillum"	"Diet"	"Keto"	-3.50179908604648	0.00010644390052262	NA	0.00059483356174405	0.00010644390052262	0.000604141057020273	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Ruminococcaceae.D_5__Ruminococcaceae.NK4A214.group"	"Day"	"Day"	-0.849781768319369	0.000113681597810705	NA	0.000617128673829543	0.000113681597810705	0.000628240408953897	"abundance"
"D_0__Bacteria.D_1__Bacteroidetes.D_2__Bacteroidia.D_3__Bacteroidales.D_4__Bacteroidaceae.D_5__Bacteroides"	"Diet"	"Keto"	-1.62559237248609	0.000143177243938036	NA	0.000755657676339632	0.000143177243938036	0.000751680530674687	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Peptococcaceae.D_5__uncultured"	"Day"	"Day"	-0.63417221320579	7.00626982435984e-05	NA	0.000429416537622055	0.000140120487705512	0.000751680530674687	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Lachnospiraceae.D_5__Marvinbryantia"	"Day"	"Day"	-1.0653773675617	0.00024625830896214	NA	0.00119971996673863	0.000155076170934464	0.00079429258283506	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Lachnospiraceae.D_5__Lachnospiraceae.UCG.001"	"Day"	"Day"	-2.22464084534726	0.000169590397528291	NA	0.000870869608929062	0.000169590397528291	0.000847951987641456	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Ruminococcaceae.D_5__Ruminiclostridium.5"	"Day"	"Day"	-0.889311141669825	0.000179440672119989	NA	0.000897203360599945	0.000358849145285167	0.00175251908162524	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Ruminococcaceae.D_5__Ruminococcaceae.UCG.013"	"Diet"	"Keto"	-1.80163079315158	0.000398757218786939	NA	0.00184789930657362	0.000398757218786939	0.0019031594533013	"abundance"
"D_0__Bacteria.D_1__Bacteroidetes.D_2__Bacteroidia.D_3__Bacteroidales.D_4__Muribaculaceae.D_5__Gram.negative.bacterium.cTPY.13"	"Day"	"Day"	-1.75580396394261	0.000266900394999271	NA	0.00126777687624654	0.000533729554177691	0.00249073791949589	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Ruminococcaceae.D_5__.Eubacterium..coprostanoligenes.group"	"Day"	"Day"	-1.12853903569941	0.000436999450604785	NA	0.00197690227654546	0.000873807932689741	0.00390424820989033	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Erysipelotrichia.D_3__Erysipelotrichales.D_4__Erysipelotrichaceae.D_5__Turicibacter"	"Day"	"Day"	3.3130560053069	0.000861837615094673	NA	0.0037315140397544	0.000861837615094673	0.00390424820989033	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Ruminococcaceae.D_5__Ruminococcaceae.NK4A214.group"	"Diet"	"Keto"	-1.9547884972596	0.000963600619128661	NA	0.00398008951379229	0.000963600619128661	0.00421575270868789	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Lachnospiraceae.D_5__Lachnospiraceae.FCS020.group"	"Day"	"Day"	-1.17590785576723	0.00119569139964615	NA	0.0046363544067912	0.00119569139964615	0.00512439171276922	"abundance"
"D_0__Bacteria.D_1__Bacteroidetes.D_2__Bacteroidia.D_3__Bacteroidales.D_4__Rikenellaceae.D_5__Alistipes"	"Day"	"Day"	-0.499718503493922	0.00134937421607023	NA	0.00511551932655537	0.00134937421607023	0.00565399504514014	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Ruminococcaceae.D_5__GCA.900066225"	"Diet"	"Keto"	-1.83570472868567	0.00137311308239118	NA	0.00511551932655537	0.00137311308239118	0.00565399504514014	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Lachnospiraceae.D_5__Lachnospiraceae.UCG.006"	"Day"	"Day"	-1.65962818897109	0.00148804981051615	NA	0.00533451818864282	0.00148804981051615	0.00589604641902627	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Ruminococcaceae.D_5__Oscillibacter"	"Day"	"Day"	-0.978765637096475	0.00148353874606425	NA	0.00533451818864282	0.00148353874606425	0.00589604641902627	"abundance"
"D_0__Bacteria.D_1__Bacteroidetes.D_2__Bacteroidia.D_3__Bacteroidales.D_4__Prevotellaceae.D_5__Prevotellaceae.UCG.001"	"Diet"	"Keto"	-2.29420856979463	0.000864140093416807	NA	0.0037315140397544	0.00172753344873256	0.00660618899826049	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Family.XIII.D_5__.Eubacterium..brachy.group"	"Day"	"Day"	-0.944501188561883	0.00173019235668727	NA	0.00608771384760336	0.00173019235668727	0.00660618899826049	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Lachnospiraceae.__"	"Day"	"Day"	-0.918536982393173	0.00177277448625237	NA	0.00612413004341729	0.00177277448625237	0.0066479043234464	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Lachnospiraceae.D_5__ASF356"	"Day"	"Day"	-2.29217879098108	0.000914856135021515	NA	0.00386272590342417	0.00182887530829524	0.00673796166214037	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Ruminococcaceae.D_5__Ruminococcaceae.UCG.009"	"Diet"	"Keto"	-1.53036887118106	0.00197471464542452	NA	0.0066999246898332	0.00197471464542452	0.00714982888860603	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Clostridiales.vadinBB60.group.D_5__uncultured.bacterium"	"Day"	"Day"	-1.0815326879511	0.00103494330903599	NA	0.004183813376954	0.00206881551041906	0.00736358063030513	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Lachnospiraceae.D_5__Acetatifactor"	"Day"	"Day"	-0.950478517622396	0.00239697678423018	NA	0.0077190777797243	0.00239697678423018	0.00838941874480562	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Family.XIII.D_5__.Eubacterium..nodatum.group"	"Day"	"Day"	-0.71016108773089	0.203834611468751	NA	0.263459701898386	0.00276800381716903	0.00952919346894255	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Lachnospiraceae.D_5__uncultured"	"Day"	"Day"	-0.93154664017231	0.00299091173605699	NA	0.00943579508994241	0.00299091173605699	0.0100979561488857	"abundance"
"D_0__Bacteria.D_1__Tenericutes.D_2__Mollicutes.D_3__Mollicutes.RF39.D_4__uncultured.Lachnospiraceae.bacterium.D_5__uncultured.Lachnospiraceae.bacterium"	"Diet"	"Keto"	-1.70390760171465	0.00302938684466572	NA	0.00943579508994241	0.00302938684466572	0.0100979561488857	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Ruminococcaceae.D_5__Butyricicoccus"	"Day"	"Day"	-1.97558517595727	0.00225204729926575	NA	0.00750682433088583	0.00449902288149337	0.0147624188299001	"abundance"
"D_0__Bacteria.D_1__Tenericutes.D_2__Mollicutes.D_3__Mollicutes.RF39.D_4__unidentified.D_5__unidentified"	"Day"	"Day"	-1.56128738063444	0.0023363560649255	NA	0.00765358021268698	0.00466725357018888	0.0150788192267641	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Lachnospiraceae.D_5__ASF356"	"Diet"	"Keto"	-2.60033526320875	0.0953364328929678	NA	0.140418001935379	0.00516231112320627	0.0164255353920199	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Ruminococcaceae.D_5__Ruminococcus.1"	"Day"	"Day"	-1.22674931101206	0.00566998318154952	NA	0.0165737969922217	0.00566998318154952	0.0177715890764985	"abundance"
"D_0__Bacteria.D_1__Bacteroidetes.D_2__Bacteroidia.D_3__Bacteroidales.D_4__Muribaculaceae.__"	"Diet"	"Keto"	-1.6365971218477	0.0060595504073964	NA	0.0174441602637169	0.0060595504073964	0.0187133174346065	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Lachnospiraceae.D_5__Dorea"	"Diet"	"Keto"	-1.43843524846426	0.0187424888081323	NA	0.038707313842882	0.00618288578557097	0.0188174784778247	"abundance"
"D_0__Bacteria.D_1__Deferribacteres.D_2__Deferribacteres.D_3__Deferribacterales.D_4__Deferribacteraceae.D_5__Mucispirillum"	"Day"	"Day"	-1.18115936449035	0.00656636752565601	NA	0.0180813018822412	0.00656636752565601	0.019699102576968	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Ruminococcaceae.D_5__Ruminococcaceae.UCG.005"	"Diet"	"Keto"	-2.32441035404606	0.00734006914212194	NA	0.0196968423593789	0.00734006914212194	0.0214678303785335	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Ruminococcaceae.D_5__Ruminococcaceae.UCG.010"	"Diet"	"Keto"	-1.87945221745911	0.00736039898692579	NA	0.0196968423593789	0.00736039898692579	0.0214678303785335	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Peptococcaceae.D_5__uncultured"	"Diet"	"Keto"	-1.52784851468523	0.00389469800251814	NA	0.0119353648464266	0.00777422733250546	0.0220619964841371	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Ruminococcaceae.D_5__Butyricicoccus"	"Diet"	"Keto"	-3.38084493400686	0.00777371804693185	NA	0.0202840483066722	0.00777371804693185	0.0220619964841371	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Lachnospiraceae.D_5__Dorea"	"Day"	"Day"	-0.766364058293803	0.00831797254905881	NA	0.0213569565448807	0.00831797254905881	0.0232903231373647	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Ruminococcaceae.D_5__Ruminiclostridium.6"	"Day"	"Day"	-1.26877589729187	0.00855426871902114	NA	0.0215708368331478	0.00855426871902114	0.0235318219997976	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Ruminococcaceae.D_5__Ruminiclostridium.6"	"Diet"	"Keto"	-2.28236991460038	0.00862833473325912	NA	0.0215708368331478	0.00862833473325912	0.0235318219997976	"abundance"
"D_0__Bacteria.D_1__Cyanobacteria.D_2__Melainabacteria.D_3__Gastranaerophilales.__.__"	"Diet"	"Keto"	-3.02792593625617	0.00440927044144587	NA	0.0132977997440431	0.00879909921706593	0.0236898825074852	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Family.XIII.D_5__Family.XIII.UCG.001"	"Diet"	"Keto"	-1.82201241271493	0.00936173182633586	NA	0.0231003772338158	0.00936173182633586	0.0248856162472219	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Christensenellaceae.D_5__Christensenellaceae.R.7.group"	"Day"	"Day"	-1.69125802612246	0.00489462142465784	NA	0.014530907354453	0.00976528553042496	0.0256338745173655	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Lachnospiraceae.D_5__Roseburia"	"Diet"	"Keto"	-2.02186259880253	0.0100612471648418	NA	0.0241979362192398	0.0100612471648418	0.0260847148718121	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Lachnospiraceae.D_5__A2"	"Diet"	"Keto"	-2.27743399833939	0.0133048263386937	NA	0.0306394186439172	0.0133048263386937	0.0326832966317918	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Lachnospiraceae.D_5__GCA.900066575"	"Day"	"Day"	-0.813772233108378	0.00656562885342978	NA	0.0180813018822412	0.0130881502246186	0.0326832966317918	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Erysipelotrichia.D_3__Erysipelotrichales.D_4__Erysipelotrichaceae.D_5__Faecalibaculum"	"Diet"	"Keto"	-1.76677267883404	0.013384588144448	NA	0.0306394186439172	0.013384588144448	0.0326832966317918	"abundance"
"D_0__Bacteria.D_1__Tenericutes.D_2__Mollicutes.D_3__Anaeroplasmatales.D_4__Anaeroplasmataceae.D_5__Anaeroplasma"	"Day"	"Day"	-1.33474877675802	0.0133572779724591	NA	0.0306394186439172	0.0133572779724591	0.0326832966317918	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Ruminococcaceae.D_5__Candidatus.Soleaferrea"	"Day"	"Day"	-0.676946824726644	0.0135680840901683	NA	0.030689714013476	0.0135680840901683	0.0327505478038546	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Ruminococcaceae.D_5__GCA.900066225"	"Day"	"Day"	-0.80166782716255	0.0142982689035589	NA	0.0313974495283585	0.0142982689035589	0.034120868974402	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Family.XIII.D_5__Family.XIII.UCG.001"	"Day"	"Day"	-0.890282700602621	0.0145770491715042	NA	0.0313974495283585	0.0145770491715042	0.034316861502048	"abundance"
"D_0__Bacteria.D_1__Tenericutes.D_2__Mollicutes.D_3__Mollicutes.RF39.D_4__uncultured.Lachnospiraceae.bacterium.D_5__uncultured.Lachnospiraceae.bacterium"	"Day"	"Day"	-0.676437716745456	0.0147072263580206	NA	0.0313974495283585	0.0147072263580206	0.034316861502048	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Ruminococcaceae.D_5__.Eubacterium..coprostanoligenes.group"	"Diet"	"Keto"	-2.01111606036044	0.015261128804761	NA	0.0322179385878288	0.015261128804761	0.0352179895494485	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Lachnospiraceae.D_5__.Eubacterium..ventriosum.group"	"Day"	"Day"	-1.87884012774968	0.00779334487572141	NA	0.0202840483066722	0.0155259535270909	0.0354396765292292	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Family.XIII.D_5__.Eubacterium..brachy.group"	"Diet"	"Keto"	-1.44009621517586	0.0166190859673616	NA	0.0346991904813045	0.0166190859673616	0.0375269683133972	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Ruminococcaceae.D_5__Ruminococcaceae.UCG.013"	"Day"	"Day"	-0.595787376258343	0.00964196937934272	NA	0.0234868484881425	0.0191909711851733	0.0428734462647488	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Ruminococcaceae.__"	"Diet"	"Keto"	-1.31796327816408	0.0207993650255331	NA	0.0424933263962505	0.0207993650255331	0.0459775437406522	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Ruminococcaceae.D_5__Intestinimonas"	"Day"	"Day"	-1.78324327670107	0.0218065973040371	NA	0.0433322792570174	0.0218065973040371	0.0472293499954409	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Ruminococcaceae.D_5__Negativibacillus"	"Day"	"Day"	-0.807796142251714	0.118343496975682	NA	0.166643691299369	0.0218154616645608	0.0472293499954409	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Ruminococcaceae.__"	"Day"	"Day"	-0.657707337505902	0.0221392286291567	NA	0.0433322792570174	0.0221392286291567	0.0474412042053357	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Erysipelotrichia.D_3__Erysipelotrichales.D_4__Erysipelotrichaceae.D_5__Erysipelatoclostridium"	"Day"	"Day"	-0.545014192371975	0.0225783981391828	NA	0.0433322792570174	0.0225783981391828	0.0478935718103877	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Ruminococcaceae.D_5__Ruminococcaceae.UCG.004"	"Diet"	"Keto"	-2.93052637076377	0.0228786782854592	NA	0.0434694887423725	0.0228786782854592	0.0480452243994644	"abundance"
